periode_data;nama_sungai;nama_lokasi;parameter;satuan;nilai
201509;BANJIR KANAL TIMUR;MARUNDA;DETERGEN;?/L;0.22
201509;BANJIR KANAL TIMUR;MARUNDA;FECAL COLIFORM;JMLH/100ML;100
201509;BANJIR KANAL TIMUR;MARUNDA;TOTAL COLIFORM;JMLH/100ML;1.7
201509;BANJIR KANAL TIMUR;MARUNDA;SIANIDA;MG/L;-
201509;BANJIR KANAL TIMUR;MARUNDA;H2S;MG/L;-
201509;BANJIR KANAL TIMUR;JL. BINTARA;KOORDINAT DERAJAT LINTANG;-;-
201509;BANJIR KANAL TIMUR;JL. BINTARA;KOORDINAT MENIT LINTANG;-;-
201509;BANJIR KANAL TIMUR;JL. BINTARA;KOORDINAT DETIK LINTANG;-;-
201509;BANJIR KANAL TIMUR;JL. BINTARA;KOORDINAT DERAJAT BUJUR TIMUR;-;-
201509;BANJIR KANAL TIMUR;JL. BINTARA;KOORDINAT MENIT BUJUR TIMUR;-;-
201509;BANJIR KANAL TIMUR;JL. BINTARA;KOORDINAT DETIK BUJUR TIMUR;-;-
201509;BANJIR KANAL TIMUR;JL. BINTARA;WAKTU SAMPLING;-;-
201509;BANJIR KANAL TIMUR;JL. BINTARA;TEMPERATUR;CELCIUS;-
201509;BANJIR KANAL TIMUR;JL. BINTARA;RESIDU TERLARUT;MG/L;367
201509;BANJIR KANAL TIMUR;JL. BINTARA;RESIDU TERSUSPENSI;MG/L;71
201509;BANJIR KANAL TIMUR;JL. BINTARA;PH;-;8.2
201509;BANJIR KANAL TIMUR;JL. BINTARA;DHL;MG/L;693
201509;BANJIR KANAL TIMUR;JL. BINTARA;TDS;MG/L;367
201509;BANJIR KANAL TIMUR;JL. BINTARA;TSS;MG/L;71
201509;BANJIR KANAL TIMUR;JL. BINTARA;DO;MG/L;13.16
201509;BANJIR KANAL TIMUR;JL. BINTARA;BOD;MG/L;32.36
201509;BANJIR KANAL TIMUR;JL. BINTARA;COD;MG/L;78.43
201509;BANJIR KANAL TIMUR;JL. BINTARA;NO2;MG/L;-
201509;BANJIR KANAL TIMUR;JL. BINTARA;NO3;MG/L;-
201509;BANJIR KANAL TIMUR;JL. BINTARA;NH3;MG/L;-
201509;BANJIR KANAL TIMUR;JL. BINTARA;KLORIN BEBAS;MG/L;-
201509;BANJIR KANAL TIMUR;JL. BINTARA;T-P JUMLAH;-;-
201509;BANJIR KANAL TIMUR;JL. BINTARA;T-P;MG/L;0.87
201509;BANJIR KANAL TIMUR;JL. BINTARA;FENOL;?/L;-
201509;BANJIR KANAL TIMUR;JL. BINTARA;MINYAK LEMAK;?/L;0.32
201509;DAERAH ALIRAN SUNGAI PETUKANGAN DAN SEPAK;JL. UTAN KAYU KEMAYORAN;TSS;MG/L;50
201509;DAERAH ALIRAN SUNGAI PETUKANGAN DAN SEPAK;JL. UTAN KAYU KEMAYORAN;DO;MG/L;0
201509;DAERAH ALIRAN SUNGAI PETUKANGAN DAN SEPAK;JL. UTAN KAYU KEMAYORAN;BOD;MG/L;20.97
201509;DAERAH ALIRAN SUNGAI PETUKANGAN DAN SEPAK;JL. UTAN KAYU KEMAYORAN;COD;MG/L;124.27
201509;DAERAH ALIRAN SUNGAI PETUKANGAN DAN SEPAK;JL. UTAN KAYU KEMAYORAN;NO2;MG/L;-
201509;DAERAH ALIRAN SUNGAI PETUKANGAN DAN SEPAK;JL. UTAN KAYU KEMAYORAN;NO3;MG/L;-
201509;DAERAH ALIRAN SUNGAI PETUKANGAN DAN SEPAK;JL. UTAN KAYU KEMAYORAN;NH3;MG/L;-
201509;DAERAH ALIRAN SUNGAI PETUKANGAN DAN SEPAK;JL. UTAN KAYU KEMAYORAN;KLORIN BEBAS;MG/L;-
201509;DAERAH ALIRAN SUNGAI PETUKANGAN DAN SEPAK;JL. UTAN KAYU KEMAYORAN;T-P JUMLAH;-;-
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;PH;-;7.4
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;DHL;MG/L;245
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;TDS;MG/L;130
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;TSS;MG/L;12
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;DO;MG/L;2.92
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;BOD;MG/L;6.13
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;COD;MG/L;31.37
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;NO2;MG/L;-
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;NO3;MG/L;-
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;NH3;MG/L;-
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;KLORIN BEBAS;MG/L;-
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;T-P JUMLAH;-;-
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;T-P;MG/L;0.19
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;FENOL;?/L;-
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;MINYAK LEMAK;?/L;0.33
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;DETERGEN;?/L;0.65
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;FECAL COLIFORM;JMLH/100ML;130
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;TOTAL COLIFORM;JMLH/100ML;500
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;SIANIDA;MG/L;-
201509;SUNGAI KALI BARU;JL. LEBAK BULUS;H2S;MG/L;-
201509;SUNGAI KALI BARU;JL.RADIO DALAM;KOORDINAT DERAJAT LINTANG;-;-
201509;SUNGAI KALI BARU;JL.RADIO DALAM;KOORDINAT MENIT LINTANG;-;-
201509;SUNGAI KALI BARU;JL.RADIO DALAM;KOORDINAT DETIK LINTANG;-;-
201509;SUNGAI KALI BARU;JL.RADIO DALAM;KOORDINAT DERAJAT BUJUR TIMUR;-;-
201509;SUNGAI KALI BARU;JL.RADIO DALAM;KOORDINAT MENIT BUJUR TIMUR;-;-
201509;SUNGAI KALI BARU;JL.RADIO DALAM;KOORDINAT DETIK BUJUR TIMUR;-;-
201509;SUNGAI KALI BARU;JL.RADIO DALAM;WAKTU SAMPLING;-;-
201509;SUNGAI KALI BARU;JL.RADIO DALAM;TEMPERATUR;CELCIUS;-
201509;SUNGAI KALI BARU;JL.RADIO DALAM;RESIDU TERLARUT;MG/L;179
201509;SUNGAI KALI BARU;JL.RADIO DALAM;RESIDU TERSUSPENSI;MG/L;22
201509;SUNGAI KALI BARU;JL.RADIO DALAM;PH;-;7.4
201509;SUNGAI KALI BARU;JL.RADIO DALAM;DHL;MG/L;338
201509;SUNGAI KALI BARU;JL.RADIO DALAM;TDS;MG/L;179
201509;SUNGAI KALI BARU;JL.RADIO DALAM;TSS;MG/L;22
201509;SUNGAI KALI BARU;JL.RADIO DALAM;DO;MG/L;0
201509;SUNGAI KALI BARU;JL.RADIO DALAM;BOD;MG/L;11.96
201509;SUNGAI KALI BARU;JL.RADIO DALAM;COD;MG/L;31.37
201509;SUNGAI KALI BARU;JL.RADIO DALAM;NO2;MG/L;-
201509;SUNGAI KALI BARU;JL.RADIO DALAM;NO3;MG/L;-
201509;SUNGAI KALI BARU;JL.RADIO DALAM;NH3;MG/L;-
201509;SUNGAI KALI BARU;JL.RADIO DALAM;KLORIN BEBAS;MG/L;-
201509;SUNGAI KALI BARU;JL.RADIO DALAM;T-P JUMLAH;-;-
201509;SUNGAI KALI BARU;JL.RADIO DALAM;T-P;MG/L;0.62
201509;SUNGAI KALI BARU;JL.RADIO DALAM;FENOL;?/L;-
201509;SUNGAI KALI BARU;JL.RADIO DALAM;MINYAK LEMAK;?/L;0.64
201509;SUNGAI KALI BARU;JL.RADIO DALAM;DETERGEN;?/L;0.51
201509;SUNGAI KALI BARU;JL.RADIO DALAM;FECAL COLIFORM;JMLH/100ML;170
201509;SUNGAI KALI BARU;JL.RADIO DALAM;TOTAL COLIFORM;JMLH/100ML;560
201509;SUNGAI KALI BARU;JL.RADIO DALAM;SIANIDA;MG/L;-
201509;SUNGAI KALI BARU;JL.RADIO DALAM;H2S;MG/L;-
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;KOORDINAT DERAJAT LINTANG;-;-
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;KOORDINAT MENIT LINTANG;-;-
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;KOORDINAT DETIK LINTANG;-;-
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;KOORDINAT DERAJAT BUJUR TIMUR;-;-
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;KOORDINAT MENIT BUJUR TIMUR;-;-
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;KOORDINAT DETIK BUJUR TIMUR;-;-
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;WAKTU SAMPLING;-;-
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;TEMPERATUR;CELCIUS;-
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;RESIDU TERLARUT;MG/L;304
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;RESIDU TERSUSPENSI;MG/L;83
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;PH;-;74
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;DHL;MG/L;574
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;TDS;MG/L;304
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;TSS;MG/L;83
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;DO;MG/L;0
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;BOD;MG/L;25.79
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;COD;MG/L;125.49
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;NO2;MG/L;-
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;NO3;MG/L;-
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;NH3;MG/L;-
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;KLORIN BEBAS;MG/L;-
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;T-P JUMLAH;-;-
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;T-P;MG/L;1.54
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;FENOL;?/L;-
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;MINYAK LEMAK;?/L;3.69
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;DETERGEN;?/L;0.7
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;FECAL COLIFORM;JMLH/100ML;5000000
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;TOTAL COLIFORM;JMLH/100ML;14000000
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;SIANIDA;MG/L;-
201509;SUNGAI KALI BARU TIMUR;SENAYAN PALMERAH;H2S;MG/L;-
201509;SUNGAI KALI BARU TIMUR;DEPAN RSJ GROGOL;KOORDINAT DERAJAT LINTANG;-;-
201509;SUNGAI KALI BARU TIMUR;DEPAN RSJ GROGOL;KOORDINAT MENIT LINTANG;-;-
201509;SUNGAI KALI BARU TIMUR;DEPAN RSJ GROGOL;KOORDINAT DETIK LINTANG;-;-
201509;SUNGAI KALI BARU TIMUR;DEPAN RSJ GROGOL;KOORDINAT DERAJAT BUJUR TIMUR;-;-
201509;SUNGAI KALI BARU TIMUR;DEPAN RSJ GROGOL;KOORDINAT MENIT BUJUR TIMUR;-;-
201509;SUNGAI KALI BARU TIMUR;DEPAN RSJ GROGOL;KOORDINAT DETIK BUJUR TIMUR;-;-
201509;SUNGAI KALI BARU TIMUR;DEPAN RSJ GROGOL;WAKTU SAMPLING;-;-
201509;SUNGAI KALI BARU TIMUR;DEPAN RSJ GROGOL;TEMPERATUR;CELCIUS;-
201509;SUNGAI KALI BARU TIMUR;DEPAN RSJ GROGOL;RESIDU TERLARUT;MG/L;360
201509;SUNGAI KALI BARU TIMUR;DEPAN RSJ GROGOL;RESIDU TERSUSPENSI;MG/L;40
201509;SUNGAI KALI BARU TIMUR;DEPAN RSJ GROGOL;PH;-;7.4
201509;SUNGAI KALI BARU TIMUR;DEPAN RSJ GROGOL;DHL;MG/L;678
201509;SUNGAI KALI BARU TIMUR;DEPAN RSJ GROGOL;TDS;MG/L;360
201509;SUNGAI KALI BARU TIMUR;DEPAN RSJ GROGOL;TSS;MG/L;40
201509;SUNGAI KALI BARU TIMUR;DEPAN RSJ GROGOL;DO;MG/L;0
201509;SUNGAI KALI BARU TIMUR;DEPAN RSJ GROGOL;BOD;MG/L;8.28
201509;SUNGAI KRUKUT;JL. PURI KEMBANGAN MERUYA ILIR;KLORIN BEBAS;MG/L;-
201509;SUNGAI KRUKUT;JL. PURI KEMBANGAN MERUYA ILIR;T-P JUMLAH;-;-
201509;SUNGAI KRUKUT;JL. PURI KEMBANGAN MERUYA ILIR;T-P;MG/L;0.57
201509;SUNGAI KRUKUT;JL. PURI KEMBANGAN MERUYA ILIR;FENOL;?/L;-
201509;SUNGAI KRUKUT;JL. PURI KEMBANGAN MERUYA ILIR;MINYAK LEMAK;?/L;0.68
201509;SUNGAI KRUKUT;JL. PURI KEMBANGAN MERUYA ILIR;DETERGEN;?/L;0.76
201509;SUNGAI KRUKUT;JL. PURI KEMBANGAN MERUYA ILIR;FECAL COLIFORM;JMLH/100ML;220
201509;SUNGAI KRUKUT;JL. PURI KEMBANGAN MERUYA ILIR;TOTAL COLIFORM;JMLH/100ML;770
201509;SUNGAI KRUKUT;JL. PURI KEMBANGAN MERUYA ILIR;SIANIDA;MG/L;-
201509;SUNGAI KRUKUT;JL. PURI KEMBANGAN MERUYA ILIR;H2S;MG/L;-
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;KOORDINAT DERAJAT LINTANG;-;-
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;KOORDINAT MENIT LINTANG;-;-
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;KOORDINAT DETIK LINTANG;-;-
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;KOORDINAT DERAJAT BUJUR TIMUR;-;-
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;KOORDINAT MENIT BUJUR TIMUR;-;-
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;KOORDINAT DETIK BUJUR TIMUR;-;-
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;WAKTU SAMPLING;-;-
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;TEMPERATUR;CELCIUS;-
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;RESIDU TERLARUT;MG/L;523
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;RESIDU TERSUSPENSI;MG/L;69
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;PH;-;7.5
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;DHL;MG/L;983
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;TDS;MG/L;523
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;TSS;MG/L;69
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;DO;MG/L;0
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;BOD;MG/L;22.54
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;COD;MG/L;139.81
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;NO2;MG/L;-
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;NO3;MG/L;-
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;NH3;MG/L;-
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;KLORIN BEBAS;MG/L;-
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;T-P JUMLAH;-;-
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;T-P;MG/L;1.82
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;FENOL;?/L;-
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;MINYAK LEMAK;?/L;TIDAK TERDEFINISI
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;DETERGEN;?/L;0.32
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;FECAL COLIFORM;JMLH/100ML;3500000
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;TOTAL COLIFORM;JMLH/100ML;7800000
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;SIANIDA;MG/L;-
201509;SUNGAI KRUKUT;JL.DAAN MOGOT BIR BINTANG/KALIDERES;H2S;MG/L;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;KOORDINAT DERAJAT LINTANG;-;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;KOORDINAT MENIT LINTANG;-;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;KOORDINAT DETIK LINTANG;-;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;KOORDINAT DERAJAT BUJUR TIMUR;-;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;KOORDINAT MENIT BUJUR TIMUR;-;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;KOORDINAT DETIK BUJUR TIMUR;-;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;WAKTU SAMPLING;-;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;TEMPERATUR;CELCIUS;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;RESIDU TERLARUT;MG/L;861
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;RESIDU TERSUSPENSI;MG/L;71
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;PH;-;7.4
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;DHL;MG/L;1622
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;TDS;MG/L;861
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;TSS;MG/L;71
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;DO;MG/L;0
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;BOD;MG/L;9.09
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;COD;MG/L;62.14
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;NO2;MG/L;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;NO3;MG/L;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;NH3;MG/L;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;KLORIN BEBAS;MG/L;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;T-P JUMLAH;-;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;T-P;MG/L;1.79
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;FENOL;?/L;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;MINYAK LEMAK;?/L;TIDAK TERDEFINISI
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;DETERGEN;?/L;1.45
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;FECAL COLIFORM;JMLH/100ML;490
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;TOTAL COLIFORM;JMLH/100ML;null
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;SIANIDA;MG/L;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT PEMANCAR/RAWA BUAYA;H2S;MG/L;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT SUMUR BOR/DURI KOSAMBI;KOORDINAT DERAJAT LINTANG;-;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT SUMUR BOR/DURI KOSAMBI;KOORDINAT MENIT LINTANG;-;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT SUMUR BOR/DURI KOSAMBI;KOORDINAT DETIK LINTANG;-;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT SUMUR BOR/DURI KOSAMBI;KOORDINAT DERAJAT BUJUR TIMUR;-;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT SUMUR BOR/DURI KOSAMBI;KOORDINAT MENIT BUJUR TIMUR;-;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT SUMUR BOR/DURI KOSAMBI;KOORDINAT DETIK BUJUR TIMUR;-;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT SUMUR BOR/DURI KOSAMBI;WAKTU SAMPLING;-;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT SUMUR BOR/DURI KOSAMBI;TEMPERATUR;CELCIUS;-
201509;SUNGAI TARUM BARAT;JL.DAAN MOGOT SUMUR BOR/DURI KOSAMBI;RESIDU TERLARUT;MG/L;570
201509;BANJIR KANAL TIMUR;CIPINANG INDAH;T-P;MG/L;0.98
201509;BANJIR KANAL TIMUR;CIPINANG INDAH;FENOL;?/L;-
201509;BANJIR KANAL TIMUR;CIPINANG INDAH;MINYAK LEMAK;?/L;0.25
201509;BANJIR KANAL TIMUR;CIPINANG INDAH;DETERGEN;?/L;0.52
201509;BANJIR KANAL TIMUR;CIPINANG INDAH;FECAL COLIFORM;JMLH/100ML;3500000
201509;BANJIR KANAL TIMUR;CIPINANG INDAH;TOTAL COLIFORM;JMLH/100ML;12200000
201509;BANJIR KANAL TIMUR;CIPINANG INDAH;SIANIDA;MG/L;-
201509;BANJIR KANAL TIMUR;CIPINANG INDAH;H2S;MG/L;-
201509;BANJIR KANAL TIMUR;MARUNDA;KOORDINAT DERAJAT LINTANG;-;-
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;KOORDINAT DETIK LINTANG;-;28.5
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;KOORDINAT DERAJAT BUJUR TIMUR;-;106
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;KOORDINAT MENIT BUJUR TIMUR;-;51
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;KOORDINAT DETIK BUJUR TIMUR;-;37.7
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;WAKTU SAMPLING;-;-
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;TEMPERATUR;CELCIUS;-
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;RESIDU TERLARUT;MG/L;204
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;RESIDU TERSUSPENSI;MG/L;17
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;PH;-;7.2
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;DHL;MG/L;384
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;TDS;MG/L;204
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;TSS;MG/L;17
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;DO;MG/L;-
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;BOD;MG/L;2.55
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;COD;MG/L;47.06
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;NO2;MG/L;-
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;NO3;MG/L;-
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;NH3;MG/L;-
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;KLORIN BEBAS;MG/L;-
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;T-P JUMLAH;-;-
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;T-P;MG/L;0.28
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;FENOL;?/L;-
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;MINYAK LEMAK;?/L;0.25
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;DETERGEN;?/L;0.32
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;FECAL COLIFORM;JMLH/100ML;760
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;TOTAL COLIFORM;JMLH/100ML;3200000
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;SIANIDA;MG/L;-
201510;SUNGAI CILIWUNG;JEMBATAN KALIBATA;H2S;MG/L;-
201510;SUNGAI CILIWUNG;JL.GUDANG PLN/KEBON MELATI;KOORDINAT DERAJAT LINTANG;-;6
201510;SUNGAI CILIWUNG;JL.GUDANG PLN/KEBON MELATI;KOORDINAT MENIT LINTANG;-;11
201510;SUNGAI CILIWUNG;JL.GUDANG PLN/KEBON MELATI;KOORDINAT DETIK LINTANG;-;56.4
201510;SUNGAI CILIWUNG;JL.GUDANG PLN/KEBON MELATI;KOORDINAT DERAJAT BUJUR TIMUR;-;106
201510;SUNGAI CILIWUNG;JL.GUDANG PLN/KEBON MELATI;KOORDINAT MENIT BUJUR TIMUR;-;48
201510;SUNGAI CILIWUNG;JL.GUDANG PLN/KEBON MELATI;KOORDINAT DETIK BUJUR TIMUR;-;38.8
201510;SUNGAI CILIWUNG;JL.GUDANG PLN/KEBON MELATI;WAKTU SAMPLING;-;-
201510;SUNGAI CILIWUNG;JL.GUDANG PLN/KEBON MELATI;TEMPERATUR;CELCIUS;-
201510;SUNGAI CILIWUNG;JL.GUDANG PLN/KEBON MELATI;RESIDU TERLARUT;MG/L;274
201510;SUNGAI CILIWUNG;JL.GUDANG PLN/KEBON MELATI;RESIDU TERSUSPENSI;MG/L;115
201510;SUNGAI CILIWUNG;JL.GUDANG PLN/KEBON MELATI;PH;-;7.3
201510;SUNGAI CILIWUNG;JL.GUDANG PLN/KEBON MELATI;DHL;MG/L;511
201510;SUNGAI CILIWUNG;JL.GUDANG PLN/KEBON MELATI;TDS;MG/L;274
