tanggal,stasiun,jumlah
2012-07-24,DKI3,2122639
2012-07-24,DKI4,2900264
2012-07-24,DKI5,2784679
2012-07-25,DKI1,1117828
2012-07-25,DKI2,2102289
2012-07-25,DKI3,2122576
2012-07-25,DKI4,2900135
2012-07-25,DKI5,2787237
2012-07-26,DKI1,1117799
2012-07-26,DKI2,2104162
2012-07-26,DKI3,2122513
2012-07-26,DKI4,2900006
2012-07-26,DKI5,2789795
2012-07-27,DKI1,1117771
2012-07-27,DKI2,2106036
2012-07-27,DKI3,2122450
2012-07-27,DKI4,2899877
2012-07-27,DKI5,2792353
2012-07-28,DKI1,1117743
2012-07-28,DKI2,2107910
2012-07-28,DKI3,2122387
2012-07-28,DKI4,2899748
2012-07-28,DKI5,2794910
2012-07-29,DKI1,1117714
2012-07-29,DKI2,2109783
2012-07-29,DKI3,2122324
2012-07-29,DKI4,2899619
2012-07-29,DKI5,2797468
2012-07-30,DKI1,1117686
2012-07-30,DKI2,2111657
2012-07-30,DKI3,2122261
2012-07-30,DKI4,2899490
2012-07-30,DKI5,2800026
2012-07-31,DKI1,1117657
2012-07-31,DKI2,2113530
2012-07-31,DKI3,2122198
2012-07-31,DKI4,2899361
2012-07-31,DKI5,2802584
2012-08-01,DKI1,1117629
2012-08-01,DKI2,2115404
2012-08-01,DKI3,2122134
2012-08-01,DKI4,2899232
2012-08-01,DKI5,2805141
2012-08-02,DKI1,1117601
2012-08-02,DKI2,2117277
2012-08-02,DKI3,2122071
2012-08-02,DKI4,2899102
2012-08-02,DKI5,2807699
2012-08-03,DKI1,1117572
2012-08-03,DKI2,2119151
2012-08-03,DKI3,2122008
2012-08-03,DKI4,2898973
2012-08-03,DKI5,2810257
2012-08-04,DKI1,1117544
2012-08-04,DKI2,2121024
2012-08-04,DKI3,2121945
2012-08-04,DKI4,2898844
2012-08-04,DKI5,2812815
2012-08-05,DKI1,1117516
2012-08-05,DKI2,2122898
2012-08-05,DKI3,2121882
2012-08-05,DKI4,2898715
2012-08-05,DKI5,2815372
2012-08-06,DKI1,1117487
2012-08-06,DKI2,2124771
2012-08-06,DKI3,2121819
2012-08-06,DKI4,2898586
2012-08-06,DKI5,2817930
2012-08-07,DKI1,1117459
2012-08-07,DKI2,2126645
2012-08-07,DKI3,2121756
2012-08-07,DKI4,2898457
2012-08-07,DKI5,2820488
2012-08-08,DKI1,1117431
2012-08-08,DKI2,2128518
2012-08-08,DKI3,2121693
2012-08-08,DKI4,2898328
2012-08-08,DKI5,2823046
2012-08-09,DKI1,1117402
2012-08-09,DKI2,2130392
2012-08-09,DKI3,2121630
2012-08-09,DKI4,2898199
2012-08-09,DKI5,2825603
2012-08-10,DKI1,1117374
2012-08-10,DKI2,2132265
2012-08-10,DKI3,2121567
2012-08-10,DKI4,2898070
2012-08-10,DKI5,2828161
2012-08-11,DKI1,1117346
2012-08-11,DKI2,2134139
2012-08-11,DKI3,2121504
2012-08-11,DKI4,2897940
2012-08-11,DKI5,2830719
2012-08-12,DKI1,1117317
2012-08-12,DKI2,2136012
2012-08-12,DKI3,2121441
2012-08-12,DKI4,2897811
2012-08-12,DKI5,2833277
2012-08-13,DKI1,1117289
2012-08-13,DKI2,2137886
2012-08-13,DKI3,2121378
2012-08-13,DKI4,2897682
2012-08-13,DKI5,2835834
2012-08-14,DKI1,1117260
2012-08-14,DKI2,2139759
2012-08-14,DKI3,2121314
2012-08-14,DKI4,2897553
2012-08-14,DKI5,2838392
2012-08-15,DKI1,1117232
2012-08-15,DKI2,2141633
2012-08-15,DKI3,2121251
2012-08-15,DKI4,2897424
2012-08-15,DKI5,2840950
2012-08-16,DKI1,1117204
2012-08-16,DKI2,2143506
2012-08-16,DKI3,2121188
2012-08-16,DKI4,2897295
2012-08-16,DKI5,2843508
2012-08-17,DKI1,1117175
2012-08-17,DKI2,2145380
2012-08-17,DKI3,2121125
2012-08-17,DKI4,2897166
2012-08-17,DKI5,2846065
2012-08-18,DKI1,1117147
2012-08-18,DKI2,2147253
2012-08-18,DKI3,2121062
2012-08-18,DKI4,2897037
2012-08-18,DKI5,2848623
2012-08-19,DKI1,1117119
2012-08-19,DKI2,2149127
2012-08-19,DKI3,2120999
2012-08-19,DKI4,2896908
2012-08-19,DKI5,2851181
2012-08-20,DKI1,1117090
2012-08-20,DKI2,2151000
2012-08-20,DKI3,2120936
2012-08-20,DKI4,2896778
2012-08-20,DKI5,2853739
2012-08-21,DKI1,1117062
2012-08-21,DKI2,2152874
2012-08-21,DKI3,2120873
2012-08-21,DKI4,2896649
2012-08-21,DKI5,2856296
2012-08-22,DKI1,1117034
2012-08-22,DKI2,2154747
2012-08-22,DKI3,2120810
2012-08-22,DKI4,2896520
2012-08-22,DKI5,2858854
2012-08-23,DKI1,1117005
2012-08-23,DKI2,2156621
2012-08-23,DKI3,2120747
2012-08-23,DKI4,2896391
2012-08-23,DKI5,2861412
2012-08-24,DKI1,1116977
2012-08-24,DKI2,2158494
2012-08-24,DKI3,2120684
2012-08-24,DKI4,2896262
2012-08-24,DKI5,2863970
2012-08-25,DKI1,1116949
2012-08-25,DKI2,2160368
2012-08-25,DKI3,2120621
2012-08-25,DKI4,2896133
2012-08-25,DKI5,2866527
2012-08-26,DKI1,1116920
2012-08-26,DKI2,2162242
2012-08-26,DKI3,2120558
2012-08-26,DKI4,2896004
2012-08-26,DKI5,2869085
2012-08-27,DKI1,1116892
2012-08-27,DKI2,2164115
2012-08-27,DKI3,2120494
2012-08-27,DKI4,2895875
2012-08-27,DKI5,2871643
2012-08-28,DKI1,1116863
2012-08-28,DKI2,2165989
2012-08-28,DKI3,2120431
2012-08-28,DKI4,2895746
2012-08-28,DKI5,2874201
2012-08-29,DKI1,1116835
2012-08-29,DKI2,2167862
2012-08-29,DKI3,2120368
2012-08-29,DKI4,2895617
2012-08-29,DKI5,2876758
2012-08-30,DKI1,1116807
2012-08-30,DKI2,2169736
2012-08-30,DKI3,2120305
2012-08-30,DKI4,2895487
2012-08-30,DKI5,2879316
2012-08-31,DKI1,1116778
2012-08-31,DKI2,2171609
2012-08-31,DKI3,2120242
2012-08-31,DKI4,2895358
2012-08-31,DKI5,2881874
2012-09-01,DKI1,1116750
2012-09-01,DKI2,2173483
2012-09-01,DKI3,2120179
2012-09-01,DKI4,2895229
2012-09-01,DKI5,2884432
2012-09-02,DKI1,1116722
2012-09-02,DKI2,2175356
2012-09-02,DKI3,2120116
2012-09-02,DKI4,2895100
2012-09-02,DKI5,2886989
2012-09-03,DKI1,1116693
2012-09-03,DKI2,2177230
2012-09-03,DKI3,2120053
2012-09-03,DKI4,2894971
2012-09-03,DKI5,2889547
2012-09-04,DKI1,1116665
2012-09-04,DKI2,2179103
2012-09-04,DKI3,2119990
2012-09-04,DKI4,2894842
2012-09-04,DKI5,2892105
2012-09-05,DKI1,1116637
2012-09-05,DKI2,2180977
2012-09-05,DKI3,2119927
2012-09-05,DKI4,2894713
2012-09-05,DKI5,2894663
2012-09-06,DKI1,1116608
2012-09-06,DKI2,2182850
2012-09-06,DKI3,2119864
2012-09-06,DKI4,2894584
2012-09-06,DKI5,2897220
2012-09-07,DKI1,1116580
2012-09-07,DKI2,2184724
2012-09-07,DKI3,2119801
2012-09-07,DKI4,2894455
2012-09-07,DKI5,2899778
2012-09-08,DKI1,1116552
2012-09-08,DKI2,2186597
2012-09-08,DKI3,2119737
2012-09-08,DKI4,2894325
2012-09-08,DKI5,2902336
2012-09-09,DKI1,1116523
2012-09-09,DKI2,2188471
2012-09-09,DKI3,2119674
2012-09-09,DKI4,2894196
2012-09-09,DKI5,2904894
2012-09-10,DKI1,1116495
2012-09-10,DKI2,2190344
2012-09-10,DKI3,2119611
2012-09-10,DKI4,2894067
2012-09-10,DKI5,2907451
2012-09-11,DKI1,1116466
2012-09-11,DKI2,2192218
2012-09-11,DKI3,2119548
2012-09-11,DKI4,2893938
2012-09-11,DKI5,2910009
2012-09-12,DKI1,1116438
2012-09-12,DKI2,2194091
2012-09-12,DKI3,2119485
2012-09-12,DKI4,2893809
2012-09-12,DKI5,2912567
2012-09-13,DKI1,1116410
2012-09-13,DKI2,2195965
2012-09-13,DKI3,2119422
2012-09-13,DKI4,2893680
2012-09-13,DKI5,2915125
2012-09-14,DKI1,1116381
2012-09-14,DKI2,2197838
2012-09-14,DKI3,2119359
2012-09-14,DKI4,2893551
2012-09-14,DKI5,2917682
2012-09-15,DKI1,1116353
2012-09-15,DKI2,2199712
2012-09-15,DKI3,2119296
2012-09-15,DKI4,2893422
2012-09-15,DKI5,2920240
2012-09-16,DKI1,1116325
2012-09-16,DKI2,2201585
2012-09-16,DKI3,2119233
2012-09-16,DKI4,2893293
2012-09-16,DKI5,2922798
2012-09-17,DKI1,1116296
2012-09-17,DKI2,2203459
2012-09-17,DKI3,2119170
2012-09-17,DKI4,2893163
2012-09-17,DKI5,2925356
2012-09-18,DKI1,1116268
2012-09-18,DKI2,2205332
2012-09-18,DKI3,2119107
2012-09-18,DKI4,2893034
2012-09-18,DKI5,2927913
2012-09-19,DKI1,1116240
2012-09-19,DKI2,2207206
2012-09-19,DKI3,2119044
2012-09-19,DKI4,2892905
2012-09-19,DKI5,2930471
2012-09-20,DKI1,1116211
2012-09-20,DKI2,2209079
2012-09-20,DKI3,2118981
2012-09-20,DKI4,2892776
2012-09-20,DKI5,2933029
2012-09-21,DKI1,1116183
2012-09-21,DKI2,2210953
2012-09-21,DKI3,2118917
2012-09-21,DKI4,2892647
2012-09-21,DKI5,2935587
2012-09-22,DKI1,1116154
2012-09-22,DKI2,2212826
2012-09-22,DKI3,2118854
2012-09-22,DKI4,2892518
2012-09-22,DKI5,2938144
2012-09-23,DKI1,1116126
2012-09-23,DKI2,2214700
2012-09-23,DKI3,2118791
2012-09-23,DKI4,2892389
2012-09-23,DKI5,2940702
2012-09-24,DKI1,1116098
2012-09-24,DKI2,2216573
2012-09-24,DKI3,2118728
2012-09-24,DKI4,2892260
2012-09-24,DKI5,2943260
2012-09-25,DKI1,1116069
2012-09-25,DKI2,2218447
2012-09-25,DKI3,2118665
2012-09-25,DKI4,2892131
2012-09-25,DKI5,2945818
2012-09-26,DKI1,1116041
2012-09-26,DKI2,2220321
2012-09-26,DKI3,2118602
2012-09-26,DKI4,2892001
2012-09-26,DKI5,2948375
2012-09-27,DKI1,1116013
2012-09-27,DKI2,2222194
2012-09-27,DKI3,2118539
2012-09-27,DKI4,2891872
2012-09-27,DKI5,2950933
2012-09-28,DKI1,1115984
2012-09-28,DKI2,2224068
2012-09-28,DKI3,2118476
2012-09-28,DKI4,2891743
2012-09-28,DKI5,2953491
2012-09-29,DKI1,1115956
2012-09-29,DKI2,2225941
2012-09-29,DKI3,2118413
2012-09-29,DKI4,2891614
2012-09-29,DKI5,2956049
2012-09-30,DKI1,1115928
2012-09-30,DKI2,2227815
2012-09-30,DKI3,2118350
2012-09-30,DKI4,2891485
2012-09-30,DKI5,2958606
2012-10-01,DKI1,1115899
2012-10-01,DKI2,2229688
2012-10-01,DKI3,2118287
2012-10-01,DKI4,2891356
2012-10-01,DKI5,2961164
2012-10-02,DKI1,1115871
2012-10-02,DKI2,2231562
2012-10-02,DKI3,2118224
2012-10-02,DKI4,2891227
2012-10-02,DKI5,2963722
2012-10-03,DKI1,1115843
2012-10-03,DKI2,2233435
2012-10-03,DKI3,2118160
2012-10-03,DKI4,2891098
2012-10-03,DKI5,2966280
2012-10-04,DKI1,1115814
2012-10-04,DKI2,2235309
2012-10-04,DKI3,2118097
2012-10-04,DKI4,2890969
2012-10-04,DKI5,2968837
2012-10-05,DKI1,1115786
2012-10-05,DKI2,2237182
2012-10-05,DKI3,2118034
2012-10-05,DKI4,2890840
2012-10-05,DKI5,2971395
2012-10-06,DKI1,1115757
2012-10-06,DKI2,2239056
2012-10-06,DKI3,2117971
2012-10-06,DKI4,2890710
2012-10-06,DKI5,2973953
2012-10-07,DKI1,1115729
2012-10-07,DKI2,2240929
2012-10-07,DKI3,2117908
2012-10-07,DKI4,2890581
2012-10-07,DKI5,2976511
2012-10-08,DKI1,1115701
2012-10-08,DKI2,2242803
2012-10-08,DKI3,2117845
2012-10-08,DKI4,2890452
2012-10-08,DKI5,2979068
2012-10-09,DKI1,1115672
2012-10-09,DKI2,2244676
2012-10-09,DKI3,2117782
2012-10-09,DKI4,2890323
2012-10-09,DKI5,2981626
2012-10-10,DKI1,1115644
2012-10-10,DKI2,2246550
2012-10-10,DKI3,2117719
2012-10-10,DKI4,2890194
2012-10-10,DKI5,2984184
2012-10-11,DKI1,1115616
2012-10-11,DKI2,2248423
2012-10-11,DKI3,2117656
2012-10-11,DKI4,2890065
2012-10-11,DKI5,2986742
2012-10-12,DKI1,1115587
2012-10-12,DKI2,2250297
2012-10-12,DKI3,2117593
2012-10-12,DKI4,2889936
2012-10-12,DKI5,2989299
2012-10-13,DKI1,1115559
2012-10-13,DKI2,2252170
2012-10-13,DKI3,2117530
2012-10-13,DKI4,2889807
2012-10-13,DKI5,2991857
2012-10-14,DKI1,1115531
2012-10-14,DKI2,2254044
2012-10-14,DKI3,2117467
2012-10-14,DKI4,2889678
2012-10-14,DKI5,2994415
2012-10-15,DKI1,1115502
2012-10-15,DKI2,2255917
2012-10-15,DKI3,2117404
2012-10-15,DKI4,2889548
2012-10-15,DKI5,2996973
2012-10-16,DKI1,1115474
2012-10-16,DKI2,2257791
2012-10-16,DKI3,2117340
2012-10-16,DKI4,2889419
2012-10-16,DKI5,2999530
2012-10-17,DKI1,1115446
2012-10-17,DKI2,2259664
2012-10-17,DKI3,2117277
2012-10-17,DKI4,2889290
2012-10-17,DKI5,3002088
2012-10-18,DKI1,1115417
2012-10-18,DKI2,2261538
2012-10-18,DKI3,2117214
2012-10-18,DKI4,2889161
2012-10-18,DKI5,3004646
2012-10-19,DKI1,1115389
2012-10-19,DKI2,2263411
2012-10-19,DKI3,2117151
2012-10-19,DKI4,2889032
2012-10-19,DKI5,3007204
2012-10-20,DKI1,1115360
2012-10-20,DKI2,2265285
2012-10-20,DKI3,2117088
2012-10-20,DKI4,2888903
2012-10-20,DKI5,3009761
2012-10-21,DKI1,1115332
2012-10-21,DKI2,2267158
2012-10-21,DKI3,2117025
2012-10-21,DKI4,2888774
2012-10-21,DKI5,3012319
2012-10-22,DKI1,1115304
2012-10-22,DKI2,2269032
2012-10-22,DKI3,2116962
2012-10-22,DKI4,2888645
2012-10-22,DKI5,3014877
2012-10-23,DKI1,1115275
2012-10-23,DKI2,2270905
2012-10-23,DKI3,2116899
2012-10-23,DKI4,2888516
2012-10-23,DKI5,3017435
2012-10-24,DKI1,1115247
2012-10-24,DKI2,2272779
2012-10-24,DKI3,2116836
2012-10-24,DKI4,2888386
2012-10-24,DKI5,3019992
2012-10-25,DKI1,1115219
2012-10-25,DKI2,2274653
2012-10-25,DKI3,2116773
2012-10-25,DKI4,2888257
2012-10-25,DKI5,3022550
2012-10-26,DKI1,1115190
2012-10-26,DKI2,2276526
2012-10-26,DKI3,2116710
2012-10-26,DKI4,2888128
2012-10-26,DKI5,3025108
2012-10-27,DKI1,1115162
2012-10-27,DKI2,2278400
2012-10-27,DKI3,2116647
2012-10-27,DKI4,2887999
2012-10-27,DKI5,3027666
2012-10-28,DKI1,1115134
2012-10-28,DKI2,2280273
2012-10-28,DKI3,2116583
2012-10-28,DKI4,2887870
2012-10-28,DKI5,3030223
2012-10-29,DKI1,1115105
2012-10-29,DKI2,2282147
2012-10-29,DKI3,2116520
2012-10-29,DKI4,2887741
2012-10-29,DKI5,3032781
2012-10-30,DKI1,1115077
2012-10-30,DKI2,2284020
2012-10-30,DKI3,2116457
2012-10-30,DKI4,2887612
2012-10-30,DKI5,3035339
2012-10-31,DKI1,1115049
2012-10-31,DKI2,2285894
2012-10-31,DKI3,2116394
2012-10-31,DKI4,2887483
2012-10-31,DKI5,3037897
2012-11-01,DKI1,1115020
2012-11-01,DKI2,2287767
2012-11-01,DKI3,2116331
2012-11-01,DKI4,2887354
2012-11-01,DKI5,3040454
2012-11-02,DKI1,1114992
2012-11-02,DKI2,2289641
2012-11-02,DKI3,2116268
2012-11-02,DKI4,2887225
2012-11-02,DKI5,3043012
2012-11-03,DKI1,1114963
2012-11-03,DKI2,2291514
2012-11-03,DKI3,2116205
2012-11-03,DKI4,2887095
2012-11-03,DKI5,3045570
2012-11-04,DKI1,1114935
2012-11-04,DKI2,2293388
2012-11-04,DKI3,2116142
2012-11-04,DKI4,2886966
2012-11-04,DKI5,3048128
2012-11-05,DKI1,1114907
2012-11-05,DKI2,2295261
2012-11-05,DKI3,2116079
2012-11-05,DKI4,2886837
2012-11-05,DKI5,3050685
2012-11-06,DKI1,1114878
2012-11-06,DKI2,2297135
2012-11-06,DKI3,2116016
2012-11-06,DKI4,2886708
2012-11-06,DKI5,3053243
2012-11-07,DKI1,1114850
2012-11-07,DKI2,2299008
2012-11-07,DKI3,2115953
2012-11-07,DKI4,2886579
2012-11-07,DKI5,3055801
2012-11-08,DKI1,1114822
2012-11-08,DKI2,2300882
2012-11-08,DKI3,2115890
2012-11-08,DKI4,2886450
2012-11-08,DKI5,3058359
2012-11-09,DKI1,1114793
2012-11-09,DKI2,2302755
2012-11-09,DKI3,2115827
2012-11-09,DKI4,2886321
2012-11-09,DKI5,3060916
2012-11-10,DKI1,1114765
2012-11-10,DKI2,2304629
2012-11-10,DKI3,2115763
2012-11-10,DKI4,2886192
2012-11-10,DKI5,3063474
2012-11-11,DKI1,1114737
2012-11-11,DKI2,2306502
2012-11-11,DKI3,2115700
2012-11-11,DKI4,2886063
2012-11-11,DKI5,3066032
2012-11-12,DKI1,1114708
2012-11-12,DKI2,2308376
2012-11-12,DKI3,2115637
2012-11-12,DKI4,2885933
2012-11-12,DKI5,3068590
2012-11-13,DKI1,1114680
2012-11-13,DKI2,2310249
2012-11-13,DKI3,2115574
2012-11-13,DKI4,2885804
2012-11-13,DKI5,3071147
2012-11-14,DKI1,1114651
2012-11-14,DKI2,2312123
2012-11-14,DKI3,2115511
2012-11-14,DKI4,2885675
2012-11-14,DKI5,3073705
2012-11-15,DKI1,1114623
2012-11-15,DKI2,2313996
2012-11-15,DKI3,2115448
2012-11-15,DKI4,2885546
2012-11-15,DKI5,3076263
2012-11-16,DKI1,1114595
2012-11-16,DKI2,2315870
2012-11-16,DKI3,2115385
2012-11-16,DKI4,2885417
2012-11-16,DKI5,3078821
2012-11-17,DKI1,1114566
2012-11-17,DKI2,2317743
2012-11-17,DKI3,2115322
2012-11-17,DKI4,2885288
2012-11-17,DKI5,3081378
2012-11-18,DKI1,1114538
2012-11-18,DKI2,2319617
2012-11-18,DKI3,2115259
2012-11-18,DKI4,2885159
2012-11-18,DKI5,3083936
2012-11-19,DKI1,1114510
2012-11-19,DKI2,2321490
2012-11-19,DKI3,2115196
2012-11-19,DKI4,2885030
2012-11-19,DKI5,3086494
2012-11-20,DKI1,1114481
2012-11-20,DKI2,2323364
2012-11-20,DKI3,2115133
2012-11-20,DKI4,2884901
2012-11-20,DKI5,3089052
2012-11-21,DKI1,1114453
2012-11-21,DKI2,2325237
2012-11-21,DKI3,2115070
2012-11-21,DKI4,2884771
2012-11-21,DKI5,3091609
2012-11-22,DKI1,1114425
2012-11-22,DKI2,2327111
2012-11-22,DKI3,2115006
2012-11-22,DKI4,2884642
2012-11-22,DKI5,3094167
2012-11-23,DKI1,1114396
2012-11-23,DKI2,2328984
2012-11-23,DKI3,2114943
2012-11-23,DKI4,2884513
2012-11-23,DKI5,3096725
2012-11-24,DKI1,1114368
2012-11-24,DKI2,2330858
2012-11-24,DKI3,2114880
2012-11-24,DKI4,2884384
2012-11-24,DKI5,3099283
2012-11-25,DKI1,1114340
2012-11-25,DKI2,2332732
2012-11-25,DKI3,2114817
2012-11-25,DKI4,2884255
2012-11-25,DKI5,3101840
2012-11-26,DKI1,1114311
2012-11-26,DKI2,2334605
2012-11-26,DKI3,2114754
2012-11-26,DKI4,2884126
2012-11-26,DKI5,3104398
2012-11-27,DKI1,1114283
2012-11-27,DKI2,2336479
2012-11-27,DKI3,2114691
2012-11-27,DKI4,2883997
2012-11-27,DKI5,3106956
2012-11-28,DKI1,1114254
2012-11-28,DKI2,2338352
2012-11-28,DKI3,2114628
2012-11-28,DKI4,2883868
2012-11-28,DKI5,3109514
2012-11-29,DKI1,1114226
2012-11-29,DKI2,2340226
2012-11-29,DKI3,2114565
2012-11-29,DKI4,2883739
2012-11-29,DKI5,3112071
2012-11-30,DKI1,1114198
2012-11-30,DKI2,2342099
2012-11-30,DKI3,2114502
2012-11-30,DKI4,2883609
2012-11-30,DKI5,3114629
2012-12-01,DKI1,1114169
2012-12-01,DKI2,2343973
2012-12-01,DKI3,2114439
2012-12-01,DKI4,2883480
2012-12-01,DKI5,3117187
2012-12-02,DKI1,1114141
2012-12-02,DKI2,2345846
2012-12-02,DKI3,2114376
2012-12-02,DKI4,2883351
2012-12-02,DKI5,3119745
2012-12-03,DKI1,1114113
2012-12-03,DKI2,2347720
2012-12-03,DKI3,2114313
2012-12-03,DKI4,2883222
2012-12-03,DKI5,3122302
2012-12-04,DKI1,1114084
2012-12-04,DKI2,2349593
2012-12-04,DKI3,2114250
2012-12-04,DKI4,2883093
2012-12-04,DKI5,3124860
2012-12-05,DKI1,1114056
2012-12-05,DKI2,2351467
2012-12-05,DKI3,2114186
2012-12-05,DKI4,2882964
2012-12-05,DKI5,3127418
2012-12-06,DKI1,1114028
2012-12-06,DKI2,2353340
2012-12-06,DKI3,2114123
2012-12-06,DKI4,2882835
2012-12-06,DKI5,3129976
2012-12-07,DKI1,1113999
2012-12-07,DKI2,2355214
2012-12-07,DKI3,2114060
2012-12-07,DKI4,2882706
2012-12-07,DKI5,3132533
2012-12-08,DKI1,1113971
2012-12-08,DKI2,2357087
2012-12-08,DKI3,2113997
2012-12-08,DKI4,2882577
2012-12-08,DKI5,3135091
2012-12-09,DKI1,1113943
2012-12-09,DKI2,2358961
2012-12-09,DKI3,2113934
2012-12-09,DKI4,2882448
2012-12-09,DKI5,3137649
2012-12-10,DKI1,1113914
2012-12-10,DKI2,2360834
2012-12-10,DKI3,2113871
2012-12-10,DKI4,2882318
2012-12-10,DKI5,3140207
2012-12-11,DKI1,1113886
2012-12-11,DKI2,2362708
2012-12-11,DKI3,2113808
2012-12-11,DKI4,2882189
2012-12-11,DKI5,3142764
2012-12-12,DKI1,1113857
2012-12-12,DKI2,2364581
2012-12-12,DKI3,2113745
2012-12-12,DKI4,2882060
2012-12-12,DKI5,3145322
2012-12-13,DKI1,1113829
2012-12-13,DKI2,2366455
2012-12-13,DKI3,2113682
2012-12-13,DKI4,2881931
2012-12-13,DKI5,3147880
2012-12-14,DKI1,1113801
2012-12-14,DKI2,2368328
2012-12-14,DKI3,2113619
2012-12-14,DKI4,2881802
2012-12-14,DKI5,3150438
2012-12-15,DKI1,1113772
2012-12-15,DKI2,2370202
2012-12-15,DKI3,2113556
2012-12-15,DKI4,2881673
2012-12-15,DKI5,3152995
2012-12-16,DKI1,1113744
2012-12-16,DKI2,2372075
2012-12-16,DKI3,2113493
2012-12-16,DKI4,2881544
2012-12-16,DKI5,3155553
2012-12-17,DKI1,1113716
2012-12-17,DKI2,2373949
2012-12-17,DKI3,2113429
2012-12-17,DKI4,2881415
2012-12-17,DKI5,3158111
2012-12-18,DKI1,1113687
2012-12-18,DKI2,2375822
2012-12-18,DKI3,2113366
2012-12-18,DKI4,2881286
2012-12-18,DKI5,3160669
2012-12-19,DKI1,1113659
2012-12-19,DKI2,2377696
2012-12-19,DKI3,2113303
2012-12-19,DKI4,2881156
2012-12-19,DKI5,3163226
2012-12-20,DKI1,1113631
2012-12-20,DKI2,2379569
2012-12-20,DKI3,2113240
2012-12-20,DKI4,2881027
2012-12-20,DKI5,3165784
2012-12-21,DKI1,1113602
2012-12-21,DKI2,2381443
2012-12-21,DKI3,2113177
2012-12-21,DKI4,2880898
2012-12-21,DKI5,3168342
2012-12-22,DKI1,1113574
2012-12-22,DKI2,2383316
2012-12-22,DKI3,2113114
2012-12-22,DKI4,2880769
2012-12-22,DKI5,3170900
2012-12-23,DKI1,1113546
2012-12-23,DKI2,2385190
2012-12-23,DKI3,2113051
2012-12-23,DKI4,2880640
2012-12-23,DKI5,3173458
2012-12-24,DKI1,1113517
2012-12-24,DKI2,2387064
2012-12-24,DKI3,2112988
2012-12-24,DKI4,2880511
2012-12-24,DKI5,3176015
2012-12-25,DKI1,1113489
2012-12-25,DKI2,2388937
2012-12-25,DKI3,2112925
2012-12-25,DKI4,2880382
2012-12-25,DKI5,3178573
2012-12-26,DKI1,1113460
2012-12-26,DKI2,2390811
2012-12-26,DKI3,2112862
2012-12-26,DKI4,2880253
2012-12-26,DKI5,3181131
2012-12-27,DKI1,1113432
2012-12-27,DKI2,2392684
2012-12-27,DKI3,2112799
2012-12-27,DKI4,2880124
2012-12-27,DKI5,3183689
2012-12-28,DKI1,1113404
2012-12-28,DKI2,2394558
2012-12-28,DKI3,2112736
2012-12-28,DKI4,2879994
2012-12-28,DKI5,3186246
2012-12-29,DKI1,1113375
2012-12-29,DKI2,2396431
2012-12-29,DKI3,2112673
2012-12-29,DKI4,2879865
2012-12-29,DKI5,3188804
2012-12-30,DKI1,1113347
2012-12-30,DKI2,2398305
2012-12-30,DKI3,2112609
2012-12-30,DKI4,2879736
2012-12-30,DKI5,3191362
2012-12-31,DKI1,1113319
2012-12-31,DKI2,2400178
2012-12-31,DKI3,2112546
2012-12-31,DKI4,2879607
2012-12-31,DKI5,3193920
2013-01-01,DKI1,1113290
2013-01-01,DKI2,2402052
2013-01-01,DKI3,2112483
2013-01-01,DKI4,2879478
2013-01-01,DKI5,3196477
2013-01-02,DKI1,1113262
2013-01-02,DKI2,2403925
2013-01-02,DKI3,2112420
2013-01-02,DKI4,2879349
2013-01-02,DKI5,3199035
2013-01-03,DKI1,1113234
2013-01-03,DKI2,2405799
2013-01-03,DKI3,2112357
2013-01-03,DKI4,2879220
2013-01-03,DKI5,3201593
2013-01-04,DKI1,1113205
2013-01-04,DKI2,2407672
2013-01-04,DKI3,2112294
2013-01-04,DKI4,2879091
2013-01-04,DKI5,3204151
2013-01-05,DKI1,1113177
2013-01-05,DKI2,2409546
2013-01-05,DKI3,2112231
2013-01-05,DKI4,2878962
2013-01-05,DKI5,3206708
2013-01-06,DKI1,1113148
2013-01-06,DKI2,2411419
2013-01-06,DKI3,2112168
2013-01-06,DKI4,2878832
2013-01-06,DKI5,3209266
2013-01-07,DKI1,1113120
2013-01-07,DKI2,2413293
2013-01-07,DKI3,2112105
2013-01-07,DKI4,2878703
2013-01-07,DKI5,3211824
2013-01-08,DKI1,1113092
2013-01-08,DKI2,2415166
2013-01-08,DKI3,2112042
2013-01-08,DKI4,2878574
2013-01-08,DKI5,3214382
2013-01-09,DKI1,1113063
2013-01-09,DKI2,2417040
2013-01-09,DKI3,2111979
2013-01-09,DKI4,2878445
2013-01-09,DKI5,3216939
2013-01-10,DKI1,1113035
2013-01-10,DKI2,2418913
2013-01-10,DKI3,2111916
2013-01-10,DKI4,2878316
2013-01-10,DKI5,3219497
2013-01-11,DKI1,1113007
2013-01-11,DKI2,2420787
2013-01-11,DKI3,2111852
2013-01-11,DKI4,2878187
2013-01-11,DKI5,3222055
2013-01-12,DKI1,1112978
2013-01-12,DKI2,2422660
2013-01-12,DKI3,2111789
2013-01-12,DKI4,2878058
2013-01-12,DKI5,3224613
2013-01-13,DKI1,1112950
2013-01-13,DKI2,2424534
2013-01-13,DKI3,2111726
2013-01-13,DKI4,2877929
2013-01-13,DKI5,3227170
2013-01-14,DKI1,1112922
2013-01-14,DKI2,2426407
2013-01-14,DKI3,2111663
2013-01-14,DKI4,2877800
2013-01-14,DKI5,3229728
2013-01-15,DKI1,1112893
