tanggal,stasiun,populasi,days_since_pop_update
2011-09-20,DKI2,1422311,262
2011-09-20,DKI3,1894236,262
2011-09-20,DKI4,2629369,262
2011-09-20,DKI5,1634733,262
2011-09-21,DKI1,921563,263
2011-09-21,DKI2,1422311,263
2011-09-21,DKI3,1894236,263
2011-09-21,DKI4,2629369,263
2011-09-21,DKI5,1634733,263
2011-09-22,DKI1,921563,264
2011-09-22,DKI2,1422311,264
2011-09-22,DKI3,1894236,264
2011-09-22,DKI4,2629369,264
2011-09-22,DKI5,1634733,264
2011-09-23,DKI1,921563,265
2011-09-23,DKI2,1422311,265
2011-09-23,DKI3,1894236,265
2011-09-23,DKI4,2629369,265
2011-09-23,DKI5,1634733,265
2011-09-24,DKI1,921563,266
2011-09-24,DKI2,1422311,266
2011-09-24,DKI3,1894236,266
2011-09-24,DKI4,2629369,266
2011-09-24,DKI5,1634733,266
2011-09-25,DKI1,921563,267
2011-09-25,DKI2,1422311,267
2011-09-25,DKI3,1894236,267
2011-09-25,DKI4,2629369,267
2011-09-25,DKI5,1634733,267
2011-09-26,DKI1,921563,268
2011-09-26,DKI2,1422311,268
2011-09-26,DKI3,1894236,268
2011-09-26,DKI4,2629369,268
2011-09-26,DKI5,1634733,268
2011-09-27,DKI1,921563,269
2011-09-27,DKI2,1422311,269
2011-09-27,DKI3,1894236,269
2011-09-27,DKI4,2629369,269
2011-09-27,DKI5,1634733,269
2011-09-28,DKI1,921563,270
2011-09-28,DKI2,1422311,270
2011-09-28,DKI3,1894236,270
2011-09-28,DKI4,2629369,270
2011-09-28,DKI5,1634733,270
2011-09-29,DKI1,921563,271
2011-09-29,DKI2,1422311,271
2011-09-29,DKI3,1894236,271
2011-09-29,DKI4,2629369,271
2011-09-29,DKI5,1634733,271
2011-09-30,DKI1,921563,272
2011-09-30,DKI2,1422311,272
2011-09-30,DKI3,1894236,272
2011-09-30,DKI4,2629369,272
2011-09-30,DKI5,1634733,272
2011-10-01,DKI1,921563,273
2011-10-01,DKI2,1422311,273
2011-10-01,DKI3,1894236,273
2011-10-01,DKI4,2629369,273
2011-10-01,DKI5,1634733,273
2011-10-02,DKI1,921563,274
2011-10-02,DKI2,1422311,274
2011-10-02,DKI3,1894236,274
2011-10-02,DKI4,2629369,274
2011-10-02,DKI5,1634733,274
2011-10-03,DKI1,921563,275
2011-10-03,DKI2,1422311,275
2011-10-03,DKI3,1894236,275
2011-10-03,DKI4,2629369,275
2011-10-03,DKI5,1634733,275
2011-10-04,DKI1,921563,276
2011-10-04,DKI2,1422311,276
2011-10-04,DKI3,1894236,276
2011-10-04,DKI4,2629369,276
2011-10-04,DKI5,1634733,276
2011-10-05,DKI1,921563,277
2011-10-05,DKI2,1422311,277
2011-10-05,DKI3,1894236,277
2011-10-05,DKI4,2629369,277
2011-10-05,DKI5,1634733,277
2011-10-06,DKI1,921563,278
2011-10-06,DKI2,1422311,278
2011-10-06,DKI3,1894236,278
2011-10-06,DKI4,2629369,278
2011-10-06,DKI5,1634733,278
2011-10-07,DKI1,921563,279
2011-10-07,DKI2,1422311,279
2011-10-07,DKI3,1894236,279
2011-10-07,DKI4,2629369,279
2011-10-07,DKI5,1634733,279
2011-10-08,DKI1,921563,280
2011-10-08,DKI2,1422311,280
2011-10-08,DKI3,1894236,280
2011-10-08,DKI4,2629369,280
2011-10-08,DKI5,1634733,280
2011-10-09,DKI1,921563,281
2011-10-09,DKI2,1422311,281
2011-10-09,DKI3,1894236,281
2011-10-09,DKI4,2629369,281
2011-10-09,DKI5,1634733,281
2011-10-10,DKI1,921563,282
2011-10-10,DKI2,1422311,282
2011-10-10,DKI3,1894236,282
2011-10-10,DKI4,2629369,282
2011-10-10,DKI5,1634733,282
2011-10-11,DKI1,921563,283
2011-10-11,DKI2,1422311,283
2011-10-11,DKI3,1894236,283
2011-10-11,DKI4,2629369,283
2011-10-11,DKI5,1634733,283
2011-10-12,DKI1,921563,284
2011-10-12,DKI2,1422311,284
2011-10-12,DKI3,1894236,284
2011-10-12,DKI4,2629369,284
2011-10-12,DKI5,1634733,284
2011-10-13,DKI1,921563,285
2011-10-13,DKI2,1422311,285
2011-10-13,DKI3,1894236,285
2011-10-13,DKI4,2629369,285
2011-10-13,DKI5,1634733,285
2011-10-14,DKI1,921563,286
2011-10-14,DKI2,1422311,286
2011-10-14,DKI3,1894236,286
2011-10-14,DKI4,2629369,286
2011-10-14,DKI5,1634733,286
2011-10-15,DKI1,921563,287
2011-10-15,DKI2,1422311,287
2011-10-15,DKI3,1894236,287
2011-10-15,DKI4,2629369,287
2011-10-15,DKI5,1634733,287
2011-10-16,DKI1,921563,288
2011-10-16,DKI2,1422311,288
2011-10-16,DKI3,1894236,288
2011-10-16,DKI4,2629369,288
2011-10-16,DKI5,1634733,288
2011-10-17,DKI1,921563,289
2011-10-17,DKI2,1422311,289
2011-10-17,DKI3,1894236,289
2011-10-17,DKI4,2629369,289
2011-10-17,DKI5,1634733,289
2011-10-18,DKI1,921563,290
2011-10-18,DKI2,1422311,290
2011-10-18,DKI3,1894236,290
2011-10-18,DKI4,2629369,290
2011-10-18,DKI5,1634733,290
2011-10-19,DKI1,921563,291
2011-10-19,DKI2,1422311,291
2011-10-19,DKI3,1894236,291
2011-10-19,DKI4,2629369,291
2011-10-19,DKI5,1634733,291
2011-10-20,DKI1,921563,292
2011-10-20,DKI2,1422311,292
2011-10-20,DKI3,1894236,292
2011-10-20,DKI4,2629369,292
2011-10-20,DKI5,1634733,292
2011-10-21,DKI1,921563,293
2011-10-21,DKI2,1422311,293
2011-10-21,DKI3,1894236,293
2011-10-21,DKI4,2629369,293
2011-10-21,DKI5,1634733,293
2011-10-22,DKI1,921563,294
2011-10-22,DKI2,1422311,294
2011-10-22,DKI3,1894236,294
2011-10-22,DKI4,2629369,294
2011-10-22,DKI5,1634733,294
2011-10-23,DKI1,921563,295
2011-10-23,DKI2,1422311,295
2011-10-23,DKI3,1894236,295
2011-10-23,DKI4,2629369,295
2011-10-23,DKI5,1634733,295
2011-10-24,DKI1,921563,296
2011-10-24,DKI2,1422311,296
2011-10-24,DKI3,1894236,296
2011-10-24,DKI4,2629369,296
2011-10-24,DKI5,1634733,296
2011-10-25,DKI1,921563,297
2011-10-25,DKI2,1422311,297
2011-10-25,DKI3,1894236,297
2011-10-25,DKI4,2629369,297
2011-10-25,DKI5,1634733,297
2011-10-26,DKI1,921563,298
2011-10-26,DKI2,1422311,298
2011-10-26,DKI3,1894236,298
2011-10-26,DKI4,2629369,298
2011-10-26,DKI5,1634733,298
2011-10-27,DKI1,921563,299
2011-10-27,DKI2,1422311,299
2011-10-27,DKI3,1894236,299
2011-10-27,DKI4,2629369,299
2011-10-27,DKI5,1634733,299
2011-10-28,DKI1,921563,300
2011-10-28,DKI2,1422311,300
2011-10-28,DKI3,1894236,300
2011-10-28,DKI4,2629369,300
2011-10-28,DKI5,1634733,300
2011-10-29,DKI1,921563,301
2011-10-29,DKI2,1422311,301
2011-10-29,DKI3,1894236,301
2011-10-29,DKI4,2629369,301
2011-10-29,DKI5,1634733,301
2011-10-30,DKI1,921563,302
2011-10-30,DKI2,1422311,302
2011-10-30,DKI3,1894236,302
2011-10-30,DKI4,2629369,302
2011-10-30,DKI5,1634733,302
2011-10-31,DKI1,921563,303
2011-10-31,DKI2,1422311,303
2011-10-31,DKI3,1894236,303
2011-10-31,DKI4,2629369,303
2011-10-31,DKI5,1634733,303
2011-11-01,DKI1,921563,304
2011-11-01,DKI2,1422311,304
2011-11-01,DKI3,1894236,304
2011-11-01,DKI4,2629369,304
2011-11-01,DKI5,1634733,304
2011-11-02,DKI1,921563,305
2011-11-02,DKI2,1422311,305
2011-11-02,DKI3,1894236,305
2011-11-02,DKI4,2629369,305
2011-11-02,DKI5,1634733,305
2011-11-03,DKI1,921563,306
2011-11-03,DKI2,1422311,306
2011-11-03,DKI3,1894236,306
2011-11-03,DKI4,2629369,306
2011-11-03,DKI5,1634733,306
2011-11-04,DKI1,921563,307
2011-11-04,DKI2,1422311,307
2011-11-04,DKI3,1894236,307
2011-11-04,DKI4,2629369,307
2011-11-04,DKI5,1634733,307
2011-11-05,DKI1,921563,308
2011-11-05,DKI2,1422311,308
2011-11-05,DKI3,1894236,308
2011-11-05,DKI4,2629369,308
2011-11-05,DKI5,1634733,308
2011-11-06,DKI1,921563,309
2011-11-06,DKI2,1422311,309
2011-11-06,DKI3,1894236,309
2011-11-06,DKI4,2629369,309
2011-11-06,DKI5,1634733,309
2011-11-07,DKI1,921563,310
2011-11-07,DKI2,1422311,310
2011-11-07,DKI3,1894236,310
2011-11-07,DKI4,2629369,310
2011-11-07,DKI5,1634733,310
2011-11-08,DKI1,921563,311
2011-11-08,DKI2,1422311,311
2011-11-08,DKI3,1894236,311
2011-11-08,DKI4,2629369,311
2011-11-08,DKI5,1634733,311
2011-11-09,DKI1,921563,312
2011-11-09,DKI2,1422311,312
2011-11-09,DKI3,1894236,312
2011-11-09,DKI4,2629369,312
2011-11-09,DKI5,1634733,312
2011-11-10,DKI1,921563,313
2011-11-10,DKI2,1422311,313
2011-11-10,DKI3,1894236,313
2011-11-10,DKI4,2629369,313
2011-11-10,DKI5,1634733,313
2011-11-11,DKI1,921563,314
2011-11-11,DKI2,1422311,314
2011-11-11,DKI3,1894236,314
2011-11-11,DKI4,2629369,314
2011-11-11,DKI5,1634733,314
2011-11-12,DKI1,921563,315
2011-11-12,DKI2,1422311,315
2011-11-12,DKI3,1894236,315
2011-11-12,DKI4,2629369,315
2011-11-12,DKI5,1634733,315
2011-11-13,DKI1,921563,316
2011-11-13,DKI2,1422311,316
2011-11-13,DKI3,1894236,316
2011-11-13,DKI4,2629369,316
2011-11-13,DKI5,1634733,316
2011-11-14,DKI1,921563,317
2011-11-14,DKI2,1422311,317
2011-11-14,DKI3,1894236,317
2011-11-14,DKI4,2629369,317
2011-11-14,DKI5,1634733,317
2011-11-15,DKI1,921563,318
2011-11-15,DKI2,1422311,318
2011-11-15,DKI3,1894236,318
2011-11-15,DKI4,2629369,318
2011-11-15,DKI5,1634733,318
2011-11-16,DKI1,921563,319
2011-11-16,DKI2,1422311,319
2011-11-16,DKI3,1894236,319
2011-11-16,DKI4,2629369,319
2011-11-16,DKI5,1634733,319
2011-11-17,DKI1,921563,320
2011-11-17,DKI2,1422311,320
2011-11-17,DKI3,1894236,320
2011-11-17,DKI4,2629369,320
2011-11-17,DKI5,1634733,320
2011-11-18,DKI1,921563,321
2011-11-18,DKI2,1422311,321
2011-11-18,DKI3,1894236,321
2011-11-18,DKI4,2629369,321
2011-11-18,DKI5,1634733,321
2011-11-19,DKI1,921563,322
2011-11-19,DKI2,1422311,322
2011-11-19,DKI3,1894236,322
2011-11-19,DKI4,2629369,322
2011-11-19,DKI5,1634733,322
2011-11-20,DKI1,921563,323
2011-11-20,DKI2,1422311,323
2011-11-20,DKI3,1894236,323
2011-11-20,DKI4,2629369,323
2011-11-20,DKI5,1634733,323
2011-11-21,DKI1,921563,324
2011-11-21,DKI2,1422311,324
2011-11-21,DKI3,1894236,324
2011-11-21,DKI4,2629369,324
2011-11-21,DKI5,1634733,324
2011-11-22,DKI1,921563,325
2011-11-22,DKI2,1422311,325
2011-11-22,DKI3,1894236,325
2011-11-22,DKI4,2629369,325
2011-11-22,DKI5,1634733,325
2011-11-23,DKI1,921563,326
2011-11-23,DKI2,1422311,326
2011-11-23,DKI3,1894236,326
2011-11-23,DKI4,2629369,326
2011-11-23,DKI5,1634733,326
2011-11-24,DKI1,921563,327
2011-11-24,DKI2,1422311,327
2011-11-24,DKI3,1894236,327
2011-11-24,DKI4,2629369,327
2011-11-24,DKI5,1634733,327
2011-11-25,DKI1,921563,328
2011-11-25,DKI2,1422311,328
2011-11-25,DKI3,1894236,328
2011-11-25,DKI4,2629369,328
2011-11-25,DKI5,1634733,328
2011-11-26,DKI1,921563,329
2011-11-26,DKI2,1422311,329
2011-11-26,DKI3,1894236,329
2011-11-26,DKI4,2629369,329
2011-11-26,DKI5,1634733,329
2011-11-27,DKI1,921563,330
2011-11-27,DKI2,1422311,330
2011-11-27,DKI3,1894236,330
2011-11-27,DKI4,2629369,330
2011-11-27,DKI5,1634733,330
2011-11-28,DKI1,921563,331
2011-11-28,DKI2,1422311,331
2011-11-28,DKI3,1894236,331
2011-11-28,DKI4,2629369,331
2011-11-28,DKI5,1634733,331
2011-11-29,DKI1,921563,332
2011-11-29,DKI2,1422311,332
2011-11-29,DKI3,1894236,332
2011-11-29,DKI4,2629369,332
2011-11-29,DKI5,1634733,332
2011-11-30,DKI1,921563,333
2011-11-30,DKI2,1422311,333
2011-11-30,DKI3,1894236,333
2011-11-30,DKI4,2629369,333
2011-11-30,DKI5,1634733,333
2011-12-01,DKI1,921563,334
2011-12-01,DKI2,1422311,334
2011-12-01,DKI3,1894236,334
2011-12-01,DKI4,2629369,334
2011-12-01,DKI5,1634733,334
2011-12-02,DKI1,921563,335
2011-12-02,DKI2,1422311,335
2011-12-02,DKI3,1894236,335
2011-12-02,DKI4,2629369,335
2011-12-02,DKI5,1634733,335
2011-12-03,DKI1,921563,336
2011-12-03,DKI2,1422311,336
2011-12-03,DKI3,1894236,336
2011-12-03,DKI4,2629369,336
2011-12-03,DKI5,1634733,336
2011-12-04,DKI1,921563,337
2011-12-04,DKI2,1422311,337
2011-12-04,DKI3,1894236,337
2011-12-04,DKI4,2629369,337
2011-12-04,DKI5,1634733,337
2011-12-05,DKI1,921563,338
2011-12-05,DKI2,1422311,338
2011-12-05,DKI3,1894236,338
2011-12-05,DKI4,2629369,338
2011-12-05,DKI5,1634733,338
2011-12-06,DKI1,921563,339
2011-12-06,DKI2,1422311,339
2011-12-06,DKI3,1894236,339
2011-12-06,DKI4,2629369,339
2011-12-06,DKI5,1634733,339
2011-12-07,DKI1,921563,340
2011-12-07,DKI2,1422311,340
2011-12-07,DKI3,1894236,340
2011-12-07,DKI4,2629369,340
2011-12-07,DKI5,1634733,340
2011-12-08,DKI1,921563,341
2011-12-08,DKI2,1422311,341
2011-12-08,DKI3,1894236,341
2011-12-08,DKI4,2629369,341
2011-12-08,DKI5,1634733,341
2011-12-09,DKI1,921563,342
2011-12-09,DKI2,1422311,342
2011-12-09,DKI3,1894236,342
2011-12-09,DKI4,2629369,342
2011-12-09,DKI5,1634733,342
2011-12-10,DKI1,921563,343
2011-12-10,DKI2,1422311,343
2011-12-10,DKI3,1894236,343
2011-12-10,DKI4,2629369,343
2011-12-10,DKI5,1634733,343
2011-12-11,DKI1,921563,344
2011-12-11,DKI2,1422311,344
2011-12-11,DKI3,1894236,344
2011-12-11,DKI4,2629369,344
2011-12-11,DKI5,1634733,344
2011-12-12,DKI1,921563,345
2011-12-12,DKI2,1422311,345
2011-12-12,DKI3,1894236,345
2011-12-12,DKI4,2629369,345
2011-12-12,DKI5,1634733,345
2011-12-13,DKI1,921563,346
2011-12-13,DKI2,1422311,346
2011-12-13,DKI3,1894236,346
2011-12-13,DKI4,2629369,346
2011-12-13,DKI5,1634733,346
2011-12-14,DKI1,921563,347
2011-12-14,DKI2,1422311,347
2011-12-14,DKI3,1894236,347
2011-12-14,DKI4,2629369,347
2011-12-14,DKI5,1634733,347
2011-12-15,DKI1,921563,348
2011-12-15,DKI2,1422311,348
2011-12-15,DKI3,1894236,348
2011-12-15,DKI4,2629369,348
2011-12-15,DKI5,1634733,348
2011-12-16,DKI1,921563,349
2011-12-16,DKI2,1422311,349
2011-12-16,DKI3,1894236,349
2011-12-16,DKI4,2629369,349
2011-12-16,DKI5,1634733,349
2011-12-17,DKI1,921563,350
2011-12-17,DKI2,1422311,350
2011-12-17,DKI3,1894236,350
2011-12-17,DKI4,2629369,350
2011-12-17,DKI5,1634733,350
2011-12-18,DKI1,921563,351
2011-12-18,DKI2,1422311,351
2011-12-18,DKI3,1894236,351
2011-12-18,DKI4,2629369,351
2011-12-18,DKI5,1634733,351
2011-12-19,DKI1,921563,352
2011-12-19,DKI2,1422311,352
2011-12-19,DKI3,1894236,352
2011-12-19,DKI4,2629369,352
2011-12-19,DKI5,1634733,352
2011-12-20,DKI1,921563,353
2011-12-20,DKI2,1422311,353
2011-12-20,DKI3,1894236,353
2011-12-20,DKI4,2629369,353
2011-12-20,DKI5,1634733,353
2011-12-21,DKI1,921563,354
2011-12-21,DKI2,1422311,354
2011-12-21,DKI3,1894236,354
2011-12-21,DKI4,2629369,354
2011-12-21,DKI5,1634733,354
2011-12-22,DKI1,921563,355
2011-12-22,DKI2,1422311,355
2011-12-22,DKI3,1894236,355
2011-12-22,DKI4,2629369,355
2011-12-22,DKI5,1634733,355
2011-12-23,DKI1,921563,356
2011-12-23,DKI2,1422311,356
2011-12-23,DKI3,1894236,356
2011-12-23,DKI4,2629369,356
2011-12-23,DKI5,1634733,356
2011-12-24,DKI1,921563,357
2011-12-24,DKI2,1422311,357
2011-12-24,DKI3,1894236,357
2011-12-24,DKI4,2629369,357
2011-12-24,DKI5,1634733,357
2011-12-25,DKI1,921563,358
2011-12-25,DKI2,1422311,358
2011-12-25,DKI3,1894236,358
2011-12-25,DKI4,2629369,358
2011-12-25,DKI5,1634733,358
2011-12-26,DKI1,921563,359
2011-12-26,DKI2,1422311,359
2011-12-26,DKI3,1894236,359
2011-12-26,DKI4,2629369,359
2011-12-26,DKI5,1634733,359
2011-12-27,DKI1,921563,360
2011-12-27,DKI2,1422311,360
2011-12-27,DKI3,1894236,360
2011-12-27,DKI4,2629369,360
2011-12-27,DKI5,1634733,360
2011-12-28,DKI1,921563,361
2011-12-28,DKI2,1422311,361
2011-12-28,DKI3,1894236,361
2011-12-28,DKI4,2629369,361
2011-12-28,DKI5,1634733,361
2011-12-29,DKI1,921563,362
2011-12-29,DKI2,1422311,362
2011-12-29,DKI3,1894236,362
2011-12-29,DKI4,2629369,362
2011-12-29,DKI5,1634733,362
2011-12-30,DKI1,921563,363
2011-12-30,DKI2,1422311,363
2011-12-30,DKI3,1894236,363
2011-12-30,DKI4,2629369,363
2011-12-30,DKI5,1634733,363
2011-12-31,DKI1,921563,364
2011-12-31,DKI2,1422311,364
2011-12-31,DKI3,1894236,364
2011-12-31,DKI4,2629369,364
2011-12-31,DKI5,1634733,364
2012-01-01,DKI1,1123670,0
2012-01-01,DKI2,1716345,0
2012-01-01,DKI3,2135571,0
2012-01-01,DKI4,2926732,0
2012-01-01,DKI5,2260341,0
2012-01-02,DKI1,1123670,1
2012-01-02,DKI2,1716345,1
2012-01-02,DKI3,2135571,1
2012-01-02,DKI4,2926732,1
2012-01-02,DKI5,2260341,1
2012-01-03,DKI1,1123670,2
2012-01-03,DKI2,1716345,2
2012-01-03,DKI3,2135571,2
2012-01-03,DKI4,2926732,2
2012-01-03,DKI5,2260341,2
2012-01-04,DKI1,1123670,3
2012-01-04,DKI2,1716345,3
2012-01-04,DKI3,2135571,3
2012-01-04,DKI4,2926732,3
2012-01-04,DKI5,2260341,3
2012-01-05,DKI1,1123670,4
2012-01-05,DKI2,1716345,4
2012-01-05,DKI3,2135571,4
2012-01-05,DKI4,2926732,4
2012-01-05,DKI5,2260341,4
2012-01-06,DKI1,1123670,5
2012-01-06,DKI2,1716345,5
2012-01-06,DKI3,2135571,5
2012-01-06,DKI4,2926732,5
2012-01-06,DKI5,2260341,5
2012-01-07,DKI1,1123670,6
2012-01-07,DKI2,1716345,6
2012-01-07,DKI3,2135571,6
2012-01-07,DKI4,2926732,6
2012-01-07,DKI5,2260341,6
2012-01-08,DKI1,1123670,7
2012-01-08,DKI2,1716345,7
2012-01-08,DKI3,2135571,7
2012-01-08,DKI4,2926732,7
2012-01-08,DKI5,2260341,7
2012-01-09,DKI1,1123670,8
2012-01-09,DKI2,1716345,8
2012-01-09,DKI3,2135571,8
2012-01-09,DKI4,2926732,8
2012-01-09,DKI5,2260341,8
2012-01-10,DKI1,1123670,9
2012-01-10,DKI2,1716345,9
2012-01-10,DKI3,2135571,9
2012-01-10,DKI4,2926732,9
2012-01-10,DKI5,2260341,9
2012-01-11,DKI1,1123670,10
2012-01-11,DKI2,1716345,10
2012-01-11,DKI3,2135571,10
2012-01-11,DKI4,2926732,10
2012-01-11,DKI5,2260341,10
2012-01-12,DKI1,1123670,11
2012-01-12,DKI2,1716345,11
2012-01-12,DKI3,2135571,11
2012-01-12,DKI4,2926732,11
2012-01-12,DKI5,2260341,11
2012-01-13,DKI1,1123670,12
2012-01-13,DKI2,1716345,12
2012-01-13,DKI3,2135571,12
2012-01-13,DKI4,2926732,12
2012-01-13,DKI5,2260341,12
2012-01-14,DKI1,1123670,13
2012-01-14,DKI2,1716345,13
2012-01-14,DKI3,2135571,13
2012-01-14,DKI4,2926732,13
2012-01-14,DKI5,2260341,13
2012-01-15,DKI1,1123670,14
2012-01-15,DKI2,1716345,14
2012-01-15,DKI3,2135571,14
2012-01-15,DKI4,2926732,14
2012-01-15,DKI5,2260341,14
2012-01-16,DKI1,1123670,15
2012-01-16,DKI2,1716345,15
2012-01-16,DKI3,2135571,15
2012-01-16,DKI4,2926732,15
2012-01-16,DKI5,2260341,15
2012-01-17,DKI1,1123670,16
2012-01-17,DKI2,1716345,16
2012-01-17,DKI3,2135571,16
2012-01-17,DKI4,2926732,16
2012-01-17,DKI5,2260341,16
2012-01-18,DKI1,1123670,17
2012-01-18,DKI2,1716345,17
2012-01-18,DKI3,2135571,17
2012-01-18,DKI4,2926732,17
2012-01-18,DKI5,2260341,17
2012-01-19,DKI1,1123670,18
2012-01-19,DKI2,1716345,18
2012-01-19,DKI3,2135571,18
2012-01-19,DKI4,2926732,18
2012-01-19,DKI5,2260341,18
2012-01-20,DKI1,1123670,19
2012-01-20,DKI2,1716345,19
2012-01-20,DKI3,2135571,19
2012-01-20,DKI4,2926732,19
2012-01-20,DKI5,2260341,19
2012-01-21,DKI1,1123670,20
2012-01-21,DKI2,1716345,20
2012-01-21,DKI3,2135571,20
2012-01-21,DKI4,2926732,20
2012-01-21,DKI5,2260341,20
2012-01-22,DKI1,1123670,21
2012-01-22,DKI2,1716345,21
2012-01-22,DKI3,2135571,21
2012-01-22,DKI4,2926732,21
2012-01-22,DKI5,2260341,21
2012-01-23,DKI1,1123670,22
2012-01-23,DKI2,1716345,22
2012-01-23,DKI3,2135571,22
2012-01-23,DKI4,2926732,22
2012-01-23,DKI5,2260341,22
2012-01-24,DKI1,1123670,23
2012-01-24,DKI2,1716345,23
2012-01-24,DKI3,2135571,23
2012-01-24,DKI4,2926732,23
2012-01-24,DKI5,2260341,23
2012-01-25,DKI1,1123670,24
2012-01-25,DKI2,1716345,24
2012-01-25,DKI3,2135571,24
2012-01-25,DKI4,2926732,24
2012-01-25,DKI5,2260341,24
2012-01-26,DKI1,1123670,25
2012-01-26,DKI2,1716345,25
2012-01-26,DKI3,2135571,25
2012-01-26,DKI4,2926732,25
2012-01-26,DKI5,2260341,25
2012-01-27,DKI1,1123670,26
2012-01-27,DKI2,1716345,26
2012-01-27,DKI3,2135571,26
2012-01-27,DKI4,2926732,26
2012-01-27,DKI5,2260341,26
2012-01-28,DKI1,1123670,27
2012-01-28,DKI2,1716345,27
2012-01-28,DKI3,2135571,27
2012-01-28,DKI4,2926732,27
2012-01-28,DKI5,2260341,27
2012-01-29,DKI1,1123670,28
2012-01-29,DKI2,1716345,28
2012-01-29,DKI3,2135571,28
2012-01-29,DKI4,2926732,28
2012-01-29,DKI5,2260341,28
2012-01-30,DKI1,1123670,29
2012-01-30,DKI2,1716345,29
2012-01-30,DKI3,2135571,29
2012-01-30,DKI4,2926732,29
2012-01-30,DKI5,2260341,29
2012-01-31,DKI1,1123670,30
2012-01-31,DKI2,1716345,30
2012-01-31,DKI3,2135571,30
2012-01-31,DKI4,2926732,30
2012-01-31,DKI5,2260341,30
2012-02-01,DKI1,1123670,31
2012-02-01,DKI2,1716345,31
2012-02-01,DKI3,2135571,31
2012-02-01,DKI4,2926732,31
2012-02-01,DKI5,2260341,31
2012-02-02,DKI1,1123670,32
2012-02-02,DKI2,1716345,32
2012-02-02,DKI3,2135571,32
2012-02-02,DKI4,2926732,32
2012-02-02,DKI5,2260341,32
2012-02-03,DKI1,1123670,33
2012-02-03,DKI2,1716345,33
2012-02-03,DKI3,2135571,33
2012-02-03,DKI4,2926732,33
2012-02-03,DKI5,2260341,33
2012-02-04,DKI1,1123670,34
2012-02-04,DKI2,1716345,34
2012-02-04,DKI3,2135571,34
2012-02-04,DKI4,2926732,34
2012-02-04,DKI5,2260341,34
2012-02-05,DKI1,1123670,35
2012-02-05,DKI2,1716345,35
2012-02-05,DKI3,2135571,35
2012-02-05,DKI4,2926732,35
2012-02-05,DKI5,2260341,35
2012-02-06,DKI1,1123670,36
2012-02-06,DKI2,1716345,36
2012-02-06,DKI3,2135571,36
2012-02-06,DKI4,2926732,36
2012-02-06,DKI5,2260341,36
2012-02-07,DKI1,1123670,37
2012-02-07,DKI2,1716345,37
2012-02-07,DKI3,2135571,37
2012-02-07,DKI4,2926732,37
2012-02-07,DKI5,2260341,37
2012-02-08,DKI1,1123670,38
2012-02-08,DKI2,1716345,38
2012-02-08,DKI3,2135571,38
2012-02-08,DKI4,2926732,38
2012-02-08,DKI5,2260341,38
2012-02-09,DKI1,1123670,39
2012-02-09,DKI2,1716345,39
2012-02-09,DKI3,2135571,39
2012-02-09,DKI4,2926732,39
2012-02-09,DKI5,2260341,39
2012-02-10,DKI1,1123670,40
2012-02-10,DKI2,1716345,40
2012-02-10,DKI3,2135571,40
2012-02-10,DKI4,2926732,40
2012-02-10,DKI5,2260341,40
2012-02-11,DKI1,1123670,41
2012-02-11,DKI2,1716345,41
2012-02-11,DKI3,2135571,41
2012-02-11,DKI4,2926732,41
2012-02-11,DKI5,2260341,41
2012-02-12,DKI1,1123670,42
2012-02-12,DKI2,1716345,42
2012-02-12,DKI3,2135571,42
2012-02-12,DKI4,2926732,42
2012-02-12,DKI5,2260341,42
2012-02-13,DKI1,1123670,43
2012-02-13,DKI2,1716345,43
2012-02-13,DKI3,2135571,43
2012-02-13,DKI4,2926732,43
2012-02-13,DKI5,2260341,43
2012-02-14,DKI1,1123670,44
2012-02-14,DKI2,1716345,44
2012-02-14,DKI3,2135571,44
2012-02-14,DKI4,2926732,44
2012-02-14,DKI5,2260341,44
2012-02-15,DKI1,1123670,45
2012-02-15,DKI2,1716345,45
2012-02-15,DKI3,2135571,45
2012-02-15,DKI4,2926732,45
2012-02-15,DKI5,2260341,45
2012-02-16,DKI1,1123670,46
2012-02-16,DKI2,1716345,46
2012-02-16,DKI3,2135571,46
2012-02-16,DKI4,2926732,46
2012-02-16,DKI5,2260341,46
2012-02-17,DKI1,1123670,47
2012-02-17,DKI2,1716345,47
2012-02-17,DKI3,2135571,47
2012-02-17,DKI4,2926732,47
2012-02-17,DKI5,2260341,47
2012-02-18,DKI1,1123670,48
2012-02-18,DKI2,1716345,48
2012-02-18,DKI3,2135571,48
2012-02-18,DKI4,2926732,48
2012-02-18,DKI5,2260341,48
2012-02-19,DKI1,1123670,49
2012-02-19,DKI2,1716345,49
2012-02-19,DKI3,2135571,49
2012-02-19,DKI4,2926732,49
2012-02-19,DKI5,2260341,49
2012-02-20,DKI1,1123670,50
2012-02-20,DKI2,1716345,50
2012-02-20,DKI3,2135571,50
2012-02-20,DKI4,2926732,50
2012-02-20,DKI5,2260341,50
2012-02-21,DKI1,1123670,51
2012-02-21,DKI2,1716345,51
2012-02-21,DKI3,2135571,51
2012-02-21,DKI4,2926732,51
2012-02-21,DKI5,2260341,51
2012-02-22,DKI1,1123670,52
2012-02-22,DKI2,1716345,52
2012-02-22,DKI3,2135571,52
2012-02-22,DKI4,2926732,52
2012-02-22,DKI5,2260341,52
2012-02-23,DKI1,1123670,53
2012-02-23,DKI2,1716345,53
2012-02-23,DKI3,2135571,53
