ID,periode_data,tanggal,stasiun,pm_sepuluh,sulfur_dioksida,karbon_monoksida,ozon,nitrogen_dioksida,max,parameter_pencemar_kritis,kategori
2016-06-29_DKI5,201606,2016-06-29,DKI5,66,10,53,100,5,100,O3,SEDANG
2016-06-29_DKI4,201606,2016-06-29,DKI4,26,19,37,46,19,46,O3,BAIK
2016-06-30_DKI2,201606,2016-06-30,DKI2,56,15,27,59,16,59,O3,SEDANG
2016-06-30_DKI5,201606,2016-06-30,DKI5,61,8,57,67,5,67,O3,SEDANG
2016-06-30_DKI3,201606,2016-06-30,DKI3,57,21,26,78,8,78,O3,SEDANG
2016-06-30_DKI4,201606,2016-06-30,DKI4,23,17,19,53,12,53,O3,SEDANG
2016-06-30_DKI1,201606,2016-06-30,DKI1,58,28,30,21,5,58,PM10,SEDANG
2016-07-01_DKI3,201607,2016-07-01,DKI3,52,21,36,77,5,77,O3,SEDANG
2016-07-01_DKI4,201607,2016-07-01,DKI4,37,18,35,91,10,91,O3,SEDANG
2016-07-01_DKI2,201607,2016-07-01,DKI2,52,14,23,58,21,58,O3,SEDANG
2016-07-01_DKI5,201607,2016-07-01,DKI5,59,8,68,104,6,104,O3,TIDAK SEHAT
2016-07-01_DKI1,201607,2016-07-01,DKI1,52,29,39,36,4,52,PM10,SEDANG
2016-07-02_DKI4,201607,2016-07-02,DKI4,20,18,27,92,14,92,O3,SEDANG
2016-07-02_DKI3,201607,2016-07-02,DKI3,79,22,37,81,6,81,O3,SEDANG
2016-07-02_DKI2,201607,2016-07-02,DKI2,68,15,32,104,15,104,O3,TIDAK SEHAT
2016-07-02_DKI1,201607,2016-07-02,DKI1,73,29,32,32,4,73,PM10,SEDANG
2016-07-02_DKI5,201607,2016-07-02,DKI5,75,10,67,96,6,96,O3,SEDANG
2016-07-03_DKI3,201607,2016-07-03,DKI3,59,22,20,70,3,70,O3,SEDANG
2016-07-03_DKI4,201607,2016-07-03,DKI4,16,17,18,49,7,49,O3,BAIK
2016-07-03_DKI1,201607,2016-07-03,DKI1,51,28,26,21,2,51,PM10,SEDANG
2016-07-03_DKI2,201607,2016-07-03,DKI2,55,20,23,46,7,55,PM10,SEDANG
2016-07-03_DKI5,201607,2016-07-03,DKI5,56,8,48,53,3,56,PM10,SEDANG
2016-07-04_DKI1,201607,2016-07-04,DKI1,44,28,25,23,2,44,PM10,BAIK
2016-07-04_DKI4,201607,2016-07-04,DKI4,13,17,12,37,6,37,O3,BAIK
2016-07-04_DKI3,201607,2016-07-04,DKI3,31,21,18,55,6,55,O3,SEDANG
2016-07-04_DKI2,201607,2016-07-04,DKI2,36,26,21,40,11,40,O3,BAIK
2016-07-04_DKI5,201607,2016-07-04,DKI5,35,8,49,46,7,49,CO,BAIK
2016-07-05_DKI4,201607,2016-07-05,DKI4,8,17,18,41,8,41,O3,BAIK
2016-07-05_DKI2,201607,2016-07-05,DKI2,49,17,25,44,10,49,PM10,BAIK
2016-07-05_DKI1,201607,2016-07-05,DKI1,53,28,22,25,2,53,PM10,SEDANG
2016-07-05_DKI3,201607,2016-07-05,DKI3,52,21,19,68,2,68,O3,SEDANG
2016-07-05_DKI5,201607,2016-07-05,DKI5,53,8,43,53,5,53,PM10,SEDANG
2016-07-06_DKI1,201607,2016-07-06,DKI1,50,28,37,24,3,50,PM10,BAIK
2016-07-06_DKI2,201607,2016-07-06,DKI2,55,19,37,46,14,55,PM10,SEDANG
2016-07-06_DKI5,201607,2016-07-06,DKI5,54,8,65,51,9,65,CO,SEDANG
2016-07-06_DKI4,201607,2016-07-06,DKI4,10,17,33,45,9,45,O3,BAIK
2016-07-06_DKI3,201607,2016-07-06,DKI3,60,22,38,66,9,66,O3,SEDANG
2016-07-07_DKI1,201607,2016-07-07,DKI1,39,28,18,26,1,39,PM10,BAIK
2016-07-07_DKI4,201607,2016-07-07,DKI4,10,18,7,51,5,51,O3,SEDANG
2016-07-07_DKI5,201607,2016-07-07,DKI5,43,9,32,61,10,61,O3,SEDANG
2016-07-07_DKI3,201607,2016-07-07,DKI3,50,22,10,64,10,64,O3,SEDANG
2016-07-07_DKI2,201607,2016-07-07,DKI2,47,23,15,44,5,47,PM10,BAIK
2016-07-08_DKI2,201607,2016-07-08,DKI2,39,11,17,52,7,52,O3,SEDANG
2016-07-08_DKI4,201607,2016-07-08,DKI4,7,17,9,59,7,59,O3,SEDANG
2016-07-08_DKI5,201607,2016-07-08,DKI5,35,9,31,65,13,65,O3,SEDANG
2016-07-08_DKI1,201607,2016-07-08,DKI1,39,28,17,24,2,39,PM10,BAIK
2016-07-09_DKI2,201607,2016-07-09,DKI2,55,12,21,53,9,55,PM10,SEDANG
2016-07-09_DKI5,201607,2016-07-09,DKI5,56,8,40,73,12,73,O3,SEDANG
2016-07-09_DKI1,201607,2016-07-09,DKI1,54,29,20,34,2,54,PM10,SEDANG
2016-07-09_DKI3,201607,2016-07-09,DKI3,55,22,13,62,2,62,O3,SEDANG
2016-07-09_DKI4,201607,2016-07-09,DKI4,9,18,15,59,7,59,O3,SEDANG
2016-07-10_DKI4,201607,2016-07-10,DKI4,9,19,15,46,7,46,O3,BAIK
2016-07-10_DKI2,201607,2016-07-10,DKI2,56,14,20,57,10,57,O3,SEDANG
2016-07-10_DKI5,201607,2016-07-10,DKI5,61,9,42,68,12,68,O3,SEDANG
2016-07-10_DKI1,201607,2016-07-10,DKI1,59,29,20,27,2,59,PM10,SEDANG
2016-07-10_DKI3,201607,2016-07-10,DKI3,62,22,16,65,2,65,O3,SEDANG
2016-07-11_DKI1,201607,2016-07-11,DKI1,59,29,26,26,2,59,PM10,SEDANG
2016-07-11_DKI4,201607,2016-07-11,DKI4,7,19,37,33,9,37,CO,BAIK
2016-07-11_DKI2,201607,2016-07-11,DKI2,58,13,34,36,14,58,PM10,SEDANG
2016-07-11_DKI5,201607,2016-07-11,DKI5,64,9,45,52,11,64,PM10,SEDANG
2016-07-11_DKI3,201607,2016-07-11,DKI3,73,22,25,54,11,73,PM10,SEDANG
2016-07-12_DKI5,201607,2016-07-12,DKI5,42,8,34,70,6,70,O3,SEDANG
2016-07-12_DKI1,201607,2016-07-12,DKI1,35,28,23,28,2,35,PM10,BAIK
2016-07-12_DKI3,201607,2016-07-12,DKI3,35,22,10,50,2,50,O3,BAIK
2016-07-12_DKI2,201612,2016-07-12,DKI2,32,24,19,56,7,56,O3,SEDANG
2016-07-12_DKI4,201607,2016-07-12,DKI4,17,17,14,53,7,53,O3,SEDANG
2016-07-12_DKI5,201612,2016-07-12,DKI5,17,11,28,42,1,42,O3,BAIK
2016-07-12_DKI2,201607,2016-07-12,DKI2,32,11,19,76,9,76,O3,SEDANG
2016-07-12_DKI3,201612,2016-07-12,DKI3,54,29,9,45,4,54,PM10,SEDANG
2016-07-12_DKI4,201612,2016-07-12,DKI4,38,24,11,38,7,38,PM10,BAIK
2016-07-13_DKI3,201607,2016-07-13,DKI3,51,23,18,88,2,88,O3,SEDANG
2016-07-13_DKI4,201607,2016-07-13,DKI4,73,18,27,67,10,73,PM10,SEDANG
2016-07-13_DKI2,201607,2016-07-13,DKI2,67,36,36,64,15,67,PM10,SEDANG
2016-07-13_DKI1,201607,2016-07-13,DKI1,63,29,32,27,4,63,PM10,SEDANG
2016-07-13_DKI5,201607,2016-07-13,DKI5,62,8,56,90,10,90,O3,SEDANG
2016-07-14_DKI4,201607,2016-07-14,DKI4,86,18,37,40,10,86,PM10,SEDANG
2016-07-14_DKI3,201607,2016-07-14,DKI3,69,22,22,57,4,69,PM10,SEDANG
2016-07-14_DKI1,201607,2016-07-14,DKI1,63,31,35,18,4,63,PM10,SEDANG
2016-07-14_DKI2,201607,2016-07-14,DKI2,65,24,43,41,20,65,PM10,SEDANG
2016-07-14_DKI5,201607,2016-07-14,DKI5,60,10,53,73,18,73,O3,SEDANG
2016-07-15_DKI5,201607,2016-07-15,DKI5,47,11,34,45,4,47,PM10,BAIK
2016-07-15_DKI1,201607,2016-07-15,DKI1,49,32,26,12,1,49,PM10,BAIK
2016-07-15_DKI3,201607,2016-07-15,DKI3,51,23,12,45,3,51,PM10,SEDANG
2016-07-15_DKI2,201607,2016-07-15,DKI2,56,19,20,32,10,56,PM10,SEDANG
2016-07-15_DKI4,201607,2016-07-15,DKI4,62,19,11,31,6,62,PM10,SEDANG
2016-07-16_DKI1,201607,2016-07-16,DKI1,51,28,24,22,2,51,PM10,SEDANG
2016-07-16_DKI3,201607,2016-07-16,DKI3,47,22,15,54,3,54,O3,SEDANG
2016-07-16_DKI2,201607,2016-07-16,DKI2,51,20,19,34,9,51,PM10,SEDANG
2016-07-16_DKI4,201607,2016-07-16,DKI4,56,17,12,31,8,56,PM10,SEDANG
2016-07-16_DKI5,201607,2016-07-16,DKI5,49,9,36,43,5,49,PM10,BAIK
2016-07-17_DKI3,201607,2016-07-17,DKI3,58,22,29,71,4,71,O3,SEDANG
2016-07-17_DKI2,201607,2016-07-17,DKI2,58,34,39,45,14,58,PM10,SEDANG
2016-07-17_DKI4,201607,2016-07-17,DKI4,58,18,36,59,8,59,O3,SEDANG
2016-07-17_DKI5,201607,2016-07-17,DKI5,58,8,58,63,5,63,O3,SEDANG
2016-07-17_DKI1,201607,2016-07-17,DKI1,65,28,39,23,2,65,PM10,SEDANG
2016-07-18_DKI4,201607,2016-07-18,DKI4,65,18,27,134,10,134,O3,TIDAK SEHAT
2016-07-18_DKI1,201607,2016-07-18,DKI1,53,28,34,25,3,53,PM10,SEDANG
2016-07-18_DKI2,201607,2016-07-18,DKI2,46,20,33,109,16,109,O3,TIDAK SEHAT
2016-07-18_DKI5,201607,2016-07-18,DKI5,46,8,55,69,7,69,O3,SEDANG
2016-07-19_DKI4,201607,2016-07-19,DKI4,63,21,20,92,12,92,O3,SEDANG
2016-07-19_DKI1,201607,2016-07-19,DKI1,63,28,31,24,5,63,PM10,SEDANG
2016-07-19_DKI3,201607,2016-07-19,DKI3,52,23,23,115,3,115,O3,TIDAK SEHAT
2016-07-19_DKI2,201607,2016-07-19,DKI2,58,24,26,74,19,74,O3,SEDANG
2016-07-19_DKI5,201607,2016-07-19,DKI5,54,11,56,98,21,98,O3,SEDANG
2016-07-20_DKI2,201607,2016-07-20,DKI2,48,18,29,76,16,76,O3,SEDANG
2016-07-20_DKI5,201607,2016-07-20,DKI5,38,8,43,81,9,81,O3,SEDANG
2016-07-20_DKI3,201607,2016-07-20,DKI3,50,23,15,80,4,80,O3,SEDANG
2016-07-20_DKI1,201607,2016-07-20,DKI1,51,28,30,22,3,51,PM10,SEDANG
2016-07-20_DKI4,201607,2016-07-20,DKI4,60,19,19,55,9,60,PM10,SEDANG
2016-07-21_DKI3,201607,2016-07-21,DKI3,41,23,19,81,3,81,O3,SEDANG
2016-07-21_DKI4,201607,2016-07-21,DKI4,69,21,20,97,10,97,O3,SEDANG
2016-07-21_DKI5,201607,2016-07-21,DKI5,40,9,45,83,12,83,O3,SEDANG
2016-07-21_DKI2,201607,2016-07-21,DKI2,58,19,30,60,22,60,O3,SEDANG
2016-07-21_DKI1,201607,2016-07-21,DKI1,58,29,29,31,4,58,PM10,SEDANG
2016-07-22_DKI1,201607,2016-07-22,DKI1,58,29,29,19,3,58,PM10,SEDANG
2016-07-22_DKI3,201607,2016-07-22,DKI3,43,22,17,55,8,55,O3,SEDANG
2016-07-22_DKI4,201607,2016-07-22,DKI4,56,19,15,37,8,56,PM10,SEDANG
2016-07-22_DKI5,201607,2016-07-22,DKI5,48,9,45,65,12,65,O3,SEDANG
2016-07-22_DKI2,201607,2016-07-22,DKI2,73,25,25,49,14,73,PM10,SEDANG
2016-07-23_DKI1,201607,2016-07-23,DKI1,80,29,32,25,3,80,PM10,SEDANG
2016-07-23_DKI4,201607,2016-07-23,DKI4,55,21,16,25,11,55,PM10,SEDANG
2016-07-23_DKI5,201607,2016-07-23,DKI5,60,9,58,82,12,82,O3,SEDANG
2016-07-23_DKI2,201607,2016-07-23,DKI2,58,16,28,56,15,58,PM10,SEDANG
2016-07-23_DKI3,201607,2016-07-23,DKI3,50,23,27,87,5,87,O3,SEDANG
2016-07-24_DKI4,201607,2016-07-24,DKI4,70,20,35,87,10,70,PM10,SEDANG
2016-07-24_DKI5,201607,2016-07-24,DKI5,62,9,59,103,11,103,O3,TIDAK SEHAT
2016-07-24_DKI2,201607,2016-07-24,DKI2,58,26,38,77,14,77,O3,SEDANG
2016-07-24_DKI3,201607,2016-07-24,DKI3,55,23,22,94,2,94,O3,SEDANG
2016-07-24_DKI1,201607,2016-07-24,DKI1,69,29,32,29,3,69,PM10,SEDANG
2016-07-25_DKI2,201607,2016-07-25,DKI2,32,14,23,90,11,90,O3,SEDANG
2016-07-25_DKI5,201607,2016-07-25,DKI5,34,8,45,89,6,89,O3,SEDANG
2016-07-25_DKI1,201607,2016-07-25,DKI1,39,28,22,28,4,39,PM10,BAIK
2016-07-25_DKI4,201607,2016-07-25,DKI4,49,18,16,28,8,49,PM10,BAIK
2016-07-25_DKI3,201607,2016-07-25,DKI3,36,22,18,96,8,96,O3,SEDANG
2016-07-26_DKI4,201607,2016-07-26,DKI4,70,21,24,87,9,87,O3,SEDANG
2016-07-26_DKI3,201607,2016-07-26,DKI3,54,23,25,91,3,91,O3,SEDANG
2016-07-26_DKI5,201607,2016-07-26,DKI5,55,10,42,106,9,106,O3,TIDAK SEHAT
2016-07-26_DKI1,201607,2016-07-26,DKI1,64,29,30,42,4,64,PM10,SEDANG
2016-07-26_DKI2,201607,2016-07-26,DKI2,53,14,31,173,14,173,O3,TIDAK SEHAT
2016-07-27_DKI4,201607,2016-07-27,DKI4,68,22,13,85,14,85,O3,SEDANG
2016-07-27_DKI5,201607,2016-07-27,DKI5,46,10,43,110,10,110,O3,TIDAK SEHAT
2016-07-27_DKI1,201607,2016-07-27,DKI1,57,30,27,27,5,57,PM10,SEDANG
2016-07-27_DKI3,201607,2016-07-27,DKI3,55,24,14,146,5,146,O3,TIDAK SEHAT
2016-07-27_DKI2,201607,2016-07-27,DKI2,57,24,24,113,18,113,O3,TIDAK SEHAT
2016-07-28_DKI4,201607,2016-07-28,DKI4,81,22,14,62,13,81,PM10,SEDANG
2016-07-28_DKI1,201607,2016-07-28,DKI1,59,30,26,18,3,59,PM10,SEDANG
2016-07-28_DKI3,201607,2016-07-28,DKI3,64,24,17,72,4,72,O3,SEDANG
2016-07-28_DKI2,201607,2016-07-28,DKI2,61,19,20,50,15,61,PM10,SEDANG
2016-07-29_DKI3,201607,2016-07-29,DKI3,64,23,20,106,3,106,O3,TIDAK SEHAT
2016-07-29_DKI4,201607,2016-07-29,DKI4,90,22,17,88,12,90,PM10,SEDANG
2016-07-29_DKI2,201607,2016-07-29,DKI2,66,27,22,57,13,66,PM10,SEDANG
2016-07-29_DKI1,201607,2016-07-29,DKI1,58,30,26,31,3,58,PM10,SEDANG
2016-07-30_DKI5,201607,2016-07-30,DKI5,55,8,51,119,9,119,O3,TIDAK SEHAT
2016-07-30_DKI2,201607,2016-07-30,DKI2,53,16,25,94,20,94,O3,SEDANG
2016-07-30_DKI3,201607,2016-07-30,DKI3,48,23,13,116,5,116,O3,TIDAK SEHAT
2016-07-30_DKI1,201607,2016-07-30,DKI1,56,29,30,32,4,56,PM10,SEDANG
2016-07-30_DKI4,201607,2016-07-30,DKI4,55,20,16,88,14,88,O3,SEDANG
2016-07-31_DKI1,201607,2016-07-31,DKI1,54,30,23,27,3,54,PM10,SEDANG
2016-07-31_DKI2,201607,2016-07-31,DKI2,58,22,20,65,11,65,O3,SEDANG
2016-07-31_DKI4,201607,2016-07-31,DKI4,71,20,14,65,8,71,PM10,SEDANG
2016-07-31_DKI3,201607,2016-07-31,DKI3,54,24,18,106,4,106,O3,TIDAK SEHAT
2016-07-31_DKI5,201607,2016-07-31,DKI5,55,9,36,89,8,89,O3,SEDANG
2016-08-01_DKI4,201608,2016-08-01,DKI4,73,20,10,74,9,74,O3,SEDANG
2016-08-01_DKI1,201608,2016-08-01,DKI1,53,29,27,21,4,53,PM10,SEDANG
2016-08-01_DKI4,201609,2016-08-01,DKI4,61,21,16,21,11,61,PM10,SEDANG
2016-08-01_DKI2,201609,2016-08-01,DKI2,56,17,30,66,23,66,O3,SEDANG
2016-08-01_DKI5,201609,2016-08-01,DKI5,62,10,44,79,7,79,O3,SEDANG
2016-08-01_DKI2,201608,2016-08-01,DKI2,60,18,21,70,11,70,O3,SEDANG
2016-08-01_DKI5,201608,2016-08-01,DKI5,57,10,45,83,10,83,O3,SEDANG
2016-08-01_DKI3,201608,2016-08-01,DKI3,55,24,12,100,4,100,O3,SEDANG
2016-08-01_DKI3,201609,2016-08-01,DKI3,55,25,14,85,3,85,O3,SEDANG
2016-08-02_DKI4,201608,2016-08-02,DKI4,58,22,12,79,12,79,O3,SEDANG
2016-08-02_DKI5,201609,2016-08-02,DKI5,58,9,52,139,7,139,O3,TIDAK SEHAT
2016-08-02_DKI4,201609,2016-08-02,DKI4,82,21,30,92,14,92,O3,SEDANG
2016-08-02_DKI5,201608,2016-08-02,DKI5,51,9,38,75,6,75,O3,SEDANG
2016-08-02_DKI3,201608,2016-08-02,DKI3,48,23,14,94,6,94,O3,SEDANG
2016-08-02_DKI2,201608,2016-08-02,DKI2,41,13,22,131,14,131,O3,TIDAK SEHAT
2016-08-02_DKI1,201608,2016-08-02,DKI1,44,30,27,28,4,44,PM10,BAIK
2016-08-02_DKI3,201609,2016-08-02,DKI3,55,24,21,141,6,141,O3,TIDAK SEHAT
2016-08-02_DKI2,201609,2016-08-02,DKI2,67,17,35,73,19,73,O3,SEDANG
2016-08-03_DKI1,201608,2016-08-03,DKI1,54,30,26,47,5,54,PM10,SEDANG
2016-08-03_DKI5,201609,2016-08-03,DKI5,66,10,61,94,6,94,O3,SEDANG
2016-08-03_DKI3,201609,2016-08-03,DKI3,60,25,30,92,5,92,O3,SEDANG
2016-08-03_DKI4,201609,2016-08-03,DKI4,69,21,20,60,13,69,PM10,SEDANG
2016-08-03_DKI4,201608,2016-08-03,DKI4,64,22,15,98,19,98,O3,SEDANG
2016-08-03_DKI3,201608,2016-08-03,DKI3,42,24,13,110,19,110,O3,TIDAK SEHAT
2016-08-03_DKI2,201608,2016-08-03,DKI2,54,15,32,110,21,110,O3,TIDAK SEHAT
2016-08-03_DKI5,201608,2016-08-03,DKI5,50,9,41,136,6,136,O3,TIDAK SEHAT
2016-08-03_DKI2,201609,2016-08-03,DKI2,66,21,32,65,15,66,PM10,SEDANG
2016-08-04_DKI4,201608,2016-08-04,DKI4,87,21,23,106,11,106,O3,TIDAK SEHAT
2016-08-04_DKI3,201608,2016-08-04,DKI3,62,25,24,114,7,114,O3,TIDAK SEHAT
2016-08-04_DKI2,201608,2016-08-04,DKI2,59,15,29,133,15,133,O3,TIDAK SEHAT
2016-08-04_DKI4,201609,2016-08-04,DKI4,73,26,17,52,17,73,PM10,SEDANG
2016-08-04_DKI5,201608,2016-08-04,DKI5,60,10,49,101,8,101,O3,TIDAK SEHAT
2016-08-04_DKI5,201609,2016-08-04,DKI5,57,9,42,69,5,69,O3,SEDANG
2016-08-04_DKI1,201608,2016-08-04,DKI1,38,30,29,40,4,40,O3,BAIK
2016-08-04_DKI2,201609,2016-08-04,DKI2,67,42,23,53,18,67,PM10,SEDANG
2016-08-04_DKI3,201609,2016-08-04,DKI3,60,24,16,53,3,60,PM10,SEDANG
2016-08-05_DKI4,201608,2016-08-05,DKI4,107,21,27,82,15,107,PM10,TIDAK SEHAT
2016-08-05_DKI2,201608,2016-08-05,DKI2,72,30,34,65,21,72,PM10,SEDANG
2016-08-05_DKI3,201608,2016-08-05,DKI3,70,24,22,108,5,108,O3,TIDAK SEHAT
2016-08-05_DKI5,201609,2016-08-05,DKI5,51,10,39,45,5,51,PM10,SEDANG
2016-08-05_DKI4,201609,2016-08-05,DKI4,53,21,15,39,9,53,PM10,SEDANG
2016-08-05_DKI2,201609,2016-08-05,DKI2,39,19,16,48,10,48,O3,BAIK
2016-08-05_DKI5,201608,2016-08-05,DKI5,63,10,47,91,10,91,O3,SEDANG
2016-08-05_DKI1,201608,2016-08-05,DKI1,70,30,30,24,4,70,PM10,SEDANG
2016-08-05_DKI3,201609,2016-08-05,DKI3,62,26,17,22,6,62,PM10,SEDANG
2016-08-06_DKI5,201609,2016-08-06,DKI5,64,11,60,61,6,64,PM10,SEDANG
2016-08-06_DKI3,201608,2016-08-06,DKI3,72,24,18,87,4,87,O3,SEDANG
2016-08-06_DKI4,201609,2016-08-06,DKI4,66,22,23,53,8,66,PM10,SEDANG
2016-08-06_DKI3,201609,2016-08-06,DKI3,65,27,27,42,7,65,PM10,SEDANG
2016-08-06_DKI2,201609,2016-08-06,DKI2,56,19,27,56,11,56,PM10,SEDANG
2016-08-06_DKI4,201608,2016-08-06,DKI4,72,22,12,62,14,72,PM10,SEDANG
2016-08-06_DKI1,201608,2016-08-06,DKI1,58,30,27,25,4,58,PM10,SEDANG
2016-08-06_DKI2,201608,2016-08-06,DKI2,53,14,22,83,11,83,O3,SEDANG
2016-08-06_DKI5,201608,2016-08-06,DKI5,69,10,40,51,7,69,PM10,SEDANG
2016-08-07_DKI5,201609,2016-08-07,DKI5,53,9,43,62,7,62,O3,SEDANG
2016-08-07_DKI2,201609,2016-08-07,DKI2,48,17,22,47,15,48,PM10,BAIK
2016-08-07_DKI3,201608,2016-08-07,DKI3,58,25,14,70,15,70,O3,SEDANG
2016-08-07_DKI2,201608,2016-08-07,DKI2,54,19,22,119,11,119,O3,TIDAK SEHAT
2016-08-07_DKI3,201609,2016-08-07,DKI3,61,24,15,36,11,61,PM10,SEDANG
2016-08-07_DKI4,201609,2016-08-07,DKI4,56,21,18,42,14,56,PM10,SEDANG
2016-08-07_DKI5,201608,2016-08-07,DKI5,56,9,37,54,7,56,PM10,SEDANG
2016-08-07_DKI4,201608,2016-08-07,DKI4,81,25,11,87,10,87,O3,SEDANG
2016-08-07_DKI1,201608,2016-08-07,DKI1,46,30,21,36,3,46,PM10,BAIK
2016-08-08_DKI4,201608,2016-08-08,DKI4,58,21,7,64,7,64,O3,SEDANG
2016-08-08_DKI2,201608,2016-08-08,DKI2,36,14,18,65,11,65,O3,SEDANG
2016-08-08_DKI3,201609,2016-08-08,DKI3,55,25,15,37,4,55,PM10,SEDANG
2016-08-08_DKI1,201608,2016-08-08,DKI1,42,29,27,26,2,42,PM10,BAIK
2016-08-08_DKI4,201609,2016-08-08,DKI4,54,22,23,72,13,72,O3,SEDANG
2016-08-08_DKI5,201608,2016-08-08,DKI5,54,9,35,77,7,77,O3,SEDANG
2016-08-08_DKI2,201609,2016-08-08,DKI2,52,16,28,91,15,91,O3,SEDANG
2016-08-08_DKI3,201608,2016-08-08,DKI3,46,23,10,54,15,54,O3,SEDANG
2016-08-08_DKI5,201609,2016-08-08,DKI5,46,9,36,125,8,125,O3,TIDAK SEHAT
2016-08-09_DKI4,201608,2016-08-09,DKI4,60,20,26,44,12,60,PM10,SEDANG
2016-08-09_DKI1,201608,2016-08-09,DKI1,57,28,29,22,2,57,PM10,SEDANG
2016-08-09_DKI5,201608,2016-08-09,DKI5,52,9,45,56,11,56,O3,SEDANG
2016-08-09_DKI2,201608,2016-08-09,DKI2,56,26,30,41,16,56,PM10,SEDANG
2016-08-09_DKI2,201609,2016-08-09,DKI2,77,30,34,82,22,82,O3,SEDANG
2016-08-09_DKI3,201608,2016-08-09,DKI3,37,24,16,63,4,63,O3,SEDANG
2016-08-09_DKI3,201609,2016-08-09,DKI3,60,25,18,38,4,60,PM10,SEDANG
2016-08-09_DKI4,201609,2016-08-09,DKI4,84,21,33,59,17,84,PM10,SEDANG
2016-08-09_DKI5,201609,2016-08-09,DKI5,62,12,45,90,8,90,O3,SEDANG
2016-08-10_DKI1,201608,2016-08-10,DKI1,60,29,32,28,3,60,PM10,SEDANG
2016-08-10_DKI3,201609,2016-08-10,DKI3,68,26,30,23,8,68,PM10,SEDANG
2016-08-10_DKI2,201609,2016-08-10,DKI2,66,31,30,55,12,66,PM10,SEDANG
2016-08-10_DKI2,201608,2016-08-10,DKI2,50,19,29,46,16,50,PM10,BAIK
2016-08-10_DKI4,201609,2016-08-10,DKI4,94,23,32,59,9,94,PM10,SEDANG
2016-08-10_DKI5,201608,2016-08-10,DKI5,54,9,45,102,13,102,O3,TIDAK SEHAT
2016-08-10_DKI5,201609,2016-08-10,DKI5,67,11,52,73,5,73,O3,SEDANG
2016-08-10_DKI3,201608,2016-08-10,DKI3,50,24,17,72,6,72,O3,SEDANG
2016-08-10_DKI4,201608,2016-08-10,DKI4,57,21,18,80,9,80,O3,SEDANG
2016-08-11_DKI2,201608,2016-08-11,DKI2,51,14,22,52,18,52,O3,SEDANG
2016-08-11_DKI3,201609,2016-08-11,DKI3,55,26,14,24,2,55,PM10,SEDANG
2016-08-11_DKI4,201608,2016-08-11,DKI4,63,21,10,70,9,70,O3,SEDANG
2016-08-11_DKI1,201608,2016-08-11,DKI1,59,28,29,24,3,59,PM10,SEDANG
2016-08-11_DKI2,201609,2016-08-11,DKI2,54,25,22,71,11,71,O3,SEDANG
2016-08-11_DKI3,201608,2016-08-11,DKI3,57,25,17,88,6,88,O3,SEDANG
2016-08-11_DKI5,201609,2016-08-11,DKI5,55,11,41,74,6,74,O3,SEDANG
2016-08-11_DKI5,201608,2016-08-11,DKI5,62,9,41,68,13,68,O3,SEDANG
2016-08-11_DKI4,201609,2016-08-11,DKI4,61,25,12,55,11,61,PM10,SEDANG
2016-08-12_DKI2,201608,2016-08-12,DKI2,54,24,23,82,18,82,O3,SEDANG
2016-08-12_DKI5,201609,2016-08-12,DKI5,44,8,35,52,3,52,O3,SEDANG
2016-08-12_DKI2,201609,2016-08-12,DKI2,49,17,22,85,14,85,O3,SEDANG
2016-08-12_DKI3,201608,2016-08-12,DKI3,59,25,16,119,4,119,O3,TIDAK SEHAT
2016-08-12_DKI4,201609,2016-08-12,DKI4,58,22,12,119,9,58,PM10,SEDANG
2016-08-12_DKI1,201608,2016-08-12,DKI1,61,29,29,29,4,61,PM10,SEDANG
2016-08-12_DKI4,201608,2016-08-12,DKI4,64,21,12,65,12,65,O3,SEDANG
2016-08-12_DKI3,201609,2016-08-12,DKI3,53,25,11,25,12,53,PM10,SEDANG
2016-08-12_DKI5,201608,2016-08-12,DKI5,56,9,41,101,11,101,O3,TIDAK SEHAT
2016-08-13_DKI5,201609,2016-08-13,DKI5,54,11,43,85,4,85,O3,SEDANG
2016-08-13_DKI5,201608,2016-08-13,DKI5,58,9,38,58,7,58,PM10,SEDANG
2016-08-13_DKI1,201608,2016-08-13,DKI1,60,29,27,19,3,60,PM10,SEDANG
2016-08-13_DKI4,201609,2016-08-13,DKI4,64,23,14,19,9,64,PM10,SEDANG
2016-08-13_DKI2,201608,2016-08-13,DKI2,57,16,22,66,16,66,O3,SEDANG
2016-08-13_DKI2,201609,2016-08-13,DKI2,49,21,17,67,14,67,O3,SEDANG
2016-08-13_DKI3,201608,2016-08-13,DKI3,59,24,14,103,3,103,O3,TIDAK SEHAT
2016-08-13_DKI4,201608,2016-08-13,DKI4,63,24,13,49,10,63,PM10,SEDANG
2016-08-13_DKI3,201609,2016-08-13,DKI3,62,27,19,29,5,62,PM10,SEDANG
2016-08-14_DKI4,201609,2016-08-14,DKI4,91,26,11,71,14,91,PM10,SEDANG
2016-08-14_DKI3,201609,2016-08-14,DKI3,55,26,14,36,7,55,PM10,SEDANG
2016-08-14_DKI5,201608,2016-08-14,DKI5,46,9,38,51,8,51,O3,SEDANG
2016-08-14_DKI3,201608,2016-08-14,DKI3,50,23,12,72,2,72,O3,SEDANG
2016-08-14_DKI5,201609,2016-08-14,DKI5,43,12,34,79,6,79,O3,SEDANG
