periode_data;tahun;periode;bulan_sampling;titik_sampel;sungai;alamat;lintang;bujur;jenis_parameter;parameter;satuan;baku_mutu;hasil_pengukuran
2022;2022;1;202203;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;NI;MG L;0,05;0,039
2022;2022;1;202203;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;KIMIA;SIANIDA;MG L;0,02;0,019
2022;2022;1;202203;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;NILAI IP;-;-;-;10,575
2022;2022;1;202203;GRL-6;GROGOL;PLTU PLUIT;-6,125217;106,783953;STATUS IP;-;-;-;CEMAR BERAT
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;FISIKA;ZAT PADAT TERLARUT TDS;MG L;1000;101,2
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;FISIKA;ZAT PADAT TERSUSPENSI TSS;MG L;50;34
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;KIMIA;PH;-;06-Sep;7,46
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;KIMIA;BOD;MG L;3;4,95
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;KIMIA;COD DICHROMAT;MG L;25;23
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;KIMIA;DO;MG L;4;3,9
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;KIMIA;NITRAT NO3;MG L;10;1,05
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;KIMIA;NITRIT;MG L;0,06;0,18
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;KIMIA;TOTAL P;MG L;0,2;0,0159
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;KIMIA;F;MG L;1,5;0,1
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;KIMIA;H2S;MG L;0,002;0,0009
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;KIMIA;KLORIN BEBAS;MG L;0,03;0,18
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;KIMIA;HG;MG L;0,002;0,000049
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;KIMIA;KADMIUM CD;MG L;0,01;0,0059
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;KIMIA;SENG ZN;MG L;0,05;0,0069
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;KIMIA;TEMBAGA CU;MG L;0,02;0,01
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;KIMIA;TIMAH HITAM PB;MG L;0,03;0,03
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;KIMIA;CROM HEXAVALEN CR6;MG L;0,05;0,0029
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;KIMIA;MINYAK DAN LEMAK;MG L;1;0,539
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;KIMIA;MBAS;MG L;0,2;0,08
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;KIMIA;FENOL;MG L;0,005;0,0045
2022;2022;1;202203;STR-1;SUNTER;JL. PONDOK RANGON;-6,345091;106,917216;BIOLOGI;TOTAL COLIFORM;MPN 100 ML;5000;500000
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;DO;MG L;4;1,09
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;NITRAT NO3;MG L;10;0,3
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;NITRIT;MG L;0,06;0,03
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;TOTAL P;MG L;0,2;0,0159
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;F;MG L;1,5;0,019
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;H2S;MG L;0,002;0,042
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;KLORIN BEBAS;MG L;0,03;0,42
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;HG;MG L;0,002;0,000049
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;KADMIUM CD;MG L;0,01;0,0059
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;SENG ZN;MG L;0,05;0,051
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;TEMBAGA CU;MG L;0,02;0,01
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;TIMAH HITAM PB;MG L;0,03;0,019
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;CROM HEXAVALEN CR6;MG L;0,05;0,0029
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;MINYAK DAN LEMAK;MG L;1;0,54
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;MBAS;MG L;0,2;1,24
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;FENOL;MG L;0,005;0,0052
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;BIOLOGI;TOTAL COLIFORM;MPN 100 ML;5000;9000000
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;BIOLOGI;FECAL COLIFORM;MPN 100 ML;1000;5000000
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;FISIKA;WARNA;PT-CO UNIT;50;324
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;SULFAT;MG L;300;38,48
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;KLORIDA;MG L;300;62,87
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;AMONIAK;MG L;0,2;13,09
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;TOTAL N;MG L;15;-
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;NI;MG L;0,05;0,039
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;KIMIA;SIANIDA;MG L;0,02;0,026
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;NILAI IP;-;-;-;13,959
2022;2022;1;202203;STR-5;SUNTER;JL. ALU-ALU PERSAHABATAN;-6,202556;106,897083;STATUS IP;-;-;-;CEMAR BERAT
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;FISIKA;ZAT PADAT TERLARUT TDS;MG L;1000;290
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;FISIKA;ZAT PADAT TERSUSPENSI TSS;MG L;50;35
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;PH;-;06-Sep;7,67
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;BOD;MG L;3;38,78
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;COD DICHROMAT;MG L;25;108
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;DO;MG L;4;0,65
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;NITRAT NO3;MG L;10;0,29
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;NITRIT;MG L;0,06;0,1
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;TOTAL P;MG L;0,2;0,018
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;F;MG L;1,5;0,019
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;H2S;MG L;0,002;0,026
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;KLORIN BEBAS;MG L;0,03;0,39
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;HG;MG L;0,002;0,000049
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;KADMIUM CD;MG L;0,01;0,0059
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;SENG ZN;MG L;0,05;0,007
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;TEMBAGA CU;MG L;0,02;0,009
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;TIMAH HITAM PB;MG L;0,03;0,019
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;CROM HEXAVALEN CR6;MG L;0,05;0,0029
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;MINYAK DAN LEMAK;MG L;1;1,17
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;MBAS;MG L;0,2;0,24
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;FENOL;MG L;0,005;0,0035
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;BIOLOGI;TOTAL COLIFORM;MPN 100 ML;5000;30000000
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;BIOLOGI;FECAL COLIFORM;MPN 100 ML;1000;13000000
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;FISIKA;WARNA;PT-CO UNIT;50;297
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;SULFAT;MG L;300;34,67
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;KLORIDA;MG L;300;40,65
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;AMONIAK;MG L;0,2;8,83
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;TOTAL N;MG L;15;-
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;NI;MG L;0,05;0,039
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;KIMIA;SIANIDA;MG L;0,02;0,042
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;NILAI IP;-;-;-;15,424
2022;2022;1;202203;STR-6;SUNTER;JL. TARUNA PASAR PULOGADUNG;-6,186309;106,905189;STATUS IP;-;-;-;CEMAR BERAT
2022;2022;1;202203;STR-7;SUNTER;JL. YOS SODARSO KODAMAR;-6,155556;106,886139;FISIKA;ZAT PADAT TERLARUT TDS;MG L;1000;363
2022;2022;1;202203;STR-7;SUNTER;JL. YOS SODARSO KODAMAR;-6,155556;106,886139;FISIKA;ZAT PADAT TERSUSPENSI TSS;MG L;50;26
2022;2022;1;202203;STR-7;SUNTER;JL. YOS SODARSO KODAMAR;-6,155556;106,886139;KIMIA;PH;-;06-Sep;7,56
2022;2022;1;202203;STR-7;SUNTER;JL. YOS SODARSO KODAMAR;-6,155556;106,886139;KIMIA;BOD;MG L;3;16,04
2022;2022;1;202203;STR-7;SUNTER;JL. YOS SODARSO KODAMAR;-6,155556;106,886139;KIMIA;COD DICHROMAT;MG L;25;37
2022;2022;1;202203;STR-7;SUNTER;JL. YOS SODARSO KODAMAR;-6,155556;106,886139;KIMIA;DO;MG L;4;0,65
2022;2022;1;202203;STR-7;SUNTER;JL. YOS SODARSO KODAMAR;-6,155556;106,886139;KIMIA;NITRAT NO3;MG L;10;0,32
2022;2022;1;202203;STR-7;SUNTER;JL. YOS SODARSO KODAMAR;-6,155556;106,886139;KIMIA;NITRIT;MG L;0,06;0,17
2022;2022;1;202203;STR-7;SUNTER;JL. YOS SODARSO KODAMAR;-6,155556;106,886139;KIMIA;TOTAL P;MG L;0,2;0,0159
2022;2022;1;202203;STR-7;SUNTER;JL. YOS SODARSO KODAMAR;-6,155556;106,886139;KIMIA;F;MG L;1,5;0,019
2022;2022;1;202203;STR-7;SUNTER;JL. YOS SODARSO KODAMAR;-6,155556;106,886139;KIMIA;H2S;MG L;0,002;0,039
2022;2022;1;202203;STR-7;SUNTER;JL. YOS SODARSO KODAMAR;-6,155556;106,886139;KIMIA;KLORIN BEBAS;MG L;0,03;0,37
2022;2022;1;202203;STR-7;SUNTER;JL. YOS SODARSO KODAMAR;-6,155556;106,886139;KIMIA;HG;MG L;0,002;0,000049
2022;2022;1;202203;STR-7;SUNTER;JL. YOS SODARSO KODAMAR;-6,155556;106,886139;KIMIA;KADMIUM CD;MG L;0,01;0,0059
2022;2022;1;202203;STR-7;SUNTER;JL. YOS SODARSO KODAMAR;-6,155556;106,886139;KIMIA;SENG ZN;MG L;0,05;0,0069
2022;2022;1;202203;KRT-1;KRUKUT;JL. RAYA PONDOK LABU;-6,31101;106,807974;KIMIA;SIANIDA;MG L;0,02;0,01
2022;2022;1;202203;KRT-1;KRUKUT;JL. RAYA PONDOK LABU;-6,31101;106,807974;NILAI IP;-;-;-;7,846
2022;2022;1;202203;KRT-1;KRUKUT;JL. RAYA PONDOK LABU;-6,31101;106,807974;STATUS IP;-;-;-;CEMAR SEDANG
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;FISIKA;ZAT PADAT TERLARUT TDS;MG L;1000;133,5
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;FISIKA;ZAT PADAT TERSUSPENSI TSS;MG L;50;32
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;PH;-;06-Sep;7,48
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;BOD;MG L;3;14,44
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;COD DICHROMAT;MG L;25;33
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;DO;MG L;4;3,85
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;NITRAT NO3;MG L;10;0,94
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;NITRIT;MG L;0,06;0,19
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;TOTAL P;MG L;0,2;0,053
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;F;MG L;1,5;0,04
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;H2S;MG L;0,002;0,0009
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;KLORIN BEBAS;MG L;0,03;0,13
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;HG;MG L;0,002;0,000049
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;KADMIUM CD;MG L;0,01;0,0059
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;SENG ZN;MG L;0,05;0,0069
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;TEMBAGA CU;MG L;0,02;0,009
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;TIMAH HITAM PB;MG L;0,03;0,019
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;CROM HEXAVALEN CR6;MG L;0,05;0,0029
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;MINYAK DAN LEMAK;MG L;1;0,539
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;MBAS;MG L;0,2;0,07
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;FENOL;MG L;0,005;0,0033
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;BIOLOGI;TOTAL COLIFORM;MPN 100 ML;5000;9000000
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;BIOLOGI;FECAL COLIFORM;MPN 100 ML;1000;3300000
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;FISIKA;WARNA;PT-CO UNIT;50;34
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;SULFAT;MG L;300;8,37
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;KLORIDA;MG L;300;19,46
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;AMONIAK;MG L;0,2;1,09
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;TOTAL N;MG L;15;-
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;NI;MG L;0,05;0,039
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;KIMIA;SIANIDA;MG L;0,02;0,031
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;NILAI IP;-;-;-;13,239
2022;2022;1;202203;KRT-2;KRUKUT;JL. CILANDAK PERMAI RAYA;-6,297483;106,805385;STATUS IP;-;-;-;CEMAR BERAT
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;FISIKA;ZAT PADAT TERLARUT TDS;MG L;1000;141,1
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;FISIKA;ZAT PADAT TERSUSPENSI TSS;MG L;50;33
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;PH;-;06-Sep;7,48
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;BOD;MG L;3;7,58
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;COD DICHROMAT;MG L;25;17
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;DO;MG L;4;3,85
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;NITRAT NO3;MG L;10;0,47
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;NITRIT;MG L;0,06;0,19
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;TOTAL P;MG L;0,2;0,0159
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;F;MG L;1,5;0,12
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;H2S;MG L;0,002;0,006
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;KLORIN BEBAS;MG L;0,03;0,16
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;HG;MG L;0,002;0,000049
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;KADMIUM CD;MG L;0,01;0,0059
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;SENG ZN;MG L;0,05;0,013
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;TEMBAGA CU;MG L;0,02;0,009
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;TIMAH HITAM PB;MG L;0,03;0,019
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;CROM HEXAVALEN CR6;MG L;0,05;0,0029
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;MINYAK DAN LEMAK;MG L;1;0,539
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;MBAS;MG L;0,2;0,05
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;FENOL;MG L;0,005;0,0028
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;BIOLOGI;TOTAL COLIFORM;MPN 100 ML;5000;900000
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;BIOLOGI;FECAL COLIFORM;MPN 100 ML;1000;300000
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;FISIKA;WARNA;PT-CO UNIT;50;27
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;SULFAT;MG L;300;6,5
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;KLORIDA;MG L;300;21,68
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;AMONIAK;MG L;0,2;1,04
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;TOTAL N;MG L;15;-
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;NI;MG L;0,05;0,039
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;KIMIA;SIANIDA;MG L;0,02;0,045
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;NILAI IP;-;-;-;9,56
2022;2022;1;202203;KRT-3;KRUKUT;JL. BENDA BAWAH;-6,278595;106,812234;STATUS IP;-;-;-;CEMAR SEDANG
2022;2022;1;202203;KRT-4;KRUKUT;JL. TENDEAN SUNGAI KRUKUT;-6,238789;106,817788;FISIKA;ZAT PADAT TERLARUT TDS;MG L;1000;171,1
2022;2022;1;202203;KRT-4;KRUKUT;JL. TENDEAN SUNGAI KRUKUT;-6,238789;106,817788;FISIKA;ZAT PADAT TERSUSPENSI TSS;MG L;50;23
2022;2022;1;202203;KRT-4;KRUKUT;JL. TENDEAN SUNGAI KRUKUT;-6,238789;106,817788;KIMIA;PH;-;06-Sep;7,58
2022;2022;1;202203;KRT-4;KRUKUT;JL. TENDEAN SUNGAI KRUKUT;-6,238789;106,817788;KIMIA;BOD;MG L;3;9,88
2022;2022;1;202203;KRT-4;KRUKUT;JL. TENDEAN SUNGAI KRUKUT;-6,238789;106,817788;KIMIA;COD DICHROMAT;MG L;25;25
2022;2022;1;202203;KRT-4;KRUKUT;JL. TENDEAN SUNGAI KRUKUT;-6,238789;106,817788;KIMIA;DO;MG L;4;3,7
2022;2022;1;202203;KRT-4;KRUKUT;JL. TENDEAN SUNGAI KRUKUT;-6,238789;106,817788;KIMIA;NITRAT NO3;MG L;10;1,21
2022;2022;1;202203;KRT-4;KRUKUT;JL. TENDEAN SUNGAI KRUKUT;-6,238789;106,817788;KIMIA;NITRIT;MG L;0,06;0,17
2022;2022;1;202203;KRT-4;KRUKUT;JL. TENDEAN SUNGAI KRUKUT;-6,238789;106,817788;KIMIA;TOTAL P;MG L;0,2;0,0159
2022;2022;1;202203;KRT-4;KRUKUT;JL. TENDEAN SUNGAI KRUKUT;-6,238789;106,817788;KIMIA;F;MG L;1,5;0,04
2022;2022;1;202203;KRT-4;KRUKUT;JL. TENDEAN SUNGAI KRUKUT;-6,238789;106,817788;KIMIA;H2S;MG L;0,002;0,0009
2022;2022;1;202203;KRT-4;KRUKUT;JL. TENDEAN SUNGAI KRUKUT;-6,238789;106,817788;KIMIA;KLORIN BEBAS;MG L;0,03;0,15
2022;2022;1;202203;KRT-4;KRUKUT;JL. TENDEAN SUNGAI KRUKUT;-6,238789;106,817788;KIMIA;HG;MG L;0,002;0,000049
2022;2022;1;202203;KRT-4;KRUKUT;JL. TENDEAN SUNGAI KRUKUT;-6,238789;106,817788;KIMIA;KADMIUM CD;MG L;0,01;0,0059
