tanggal,stasiun,ndvi,days_since_ndvi_update
2017-08-30,DKI1,0.2287,1
2017-08-31,DKI1,0.2287,2
2017-09-01,DKI1,0.2287,3
2017-09-02,DKI1,0.2287,4
2017-09-03,DKI1,0.2287,5
2017-09-04,DKI1,0.2287,6
2017-09-05,DKI1,0.2287,7
2017-09-06,DKI1,0.2287,8
2017-09-07,DKI1,0.2287,9
2017-09-08,DKI1,0.2287,10
2017-09-09,DKI1,0.2287,11
2017-09-10,DKI1,0.2287,12
2017-09-11,DKI1,0.2287,13
2017-09-12,DKI1,0.2287,14
2017-09-13,DKI1,0.2287,15
2017-09-14,DKI1,0.2825,0
2017-09-15,DKI1,0.2825,1
2017-09-16,DKI1,0.2825,2
2017-09-17,DKI1,0.2825,3
2017-09-18,DKI1,0.2825,4
2017-09-19,DKI1,0.2825,5
2017-09-20,DKI1,0.2825,6
2017-09-21,DKI1,0.2825,7
2017-09-22,DKI1,0.2825,8
2017-09-23,DKI1,0.2825,9
2017-09-24,DKI1,0.2825,10
2017-09-25,DKI1,0.2825,11
2017-09-26,DKI1,0.2825,12
2017-09-27,DKI1,0.2825,13
2017-09-28,DKI1,0.2825,14
2017-09-29,DKI1,0.2825,15
2017-09-30,DKI1,0.1883,0
2017-10-01,DKI1,0.1883,1
2017-10-02,DKI1,0.1883,2
2017-10-03,DKI1,0.1883,3
2017-10-04,DKI1,0.1883,4
2017-10-05,DKI1,0.1883,5
2017-10-06,DKI1,0.1883,6
2017-10-07,DKI1,0.1883,7
2017-10-08,DKI1,0.1883,8
2017-10-09,DKI1,0.1883,9
2017-10-10,DKI1,0.1883,10
2017-10-11,DKI1,0.1883,11
2017-10-12,DKI1,0.1883,12
2017-10-13,DKI1,0.1883,13
2017-10-14,DKI1,0.1883,14
2017-10-15,DKI1,0.1883,15
2017-10-16,DKI1,0.1702,0
2017-10-17,DKI1,0.1702,1
2017-10-18,DKI1,0.1702,2
2017-10-19,DKI1,0.1702,3
2017-10-20,DKI1,0.1702,4
2017-10-21,DKI1,0.1702,5
2017-10-22,DKI1,0.1702,6
2017-10-23,DKI1,0.1702,7
2017-10-24,DKI1,0.1702,8
2017-10-25,DKI1,0.1702,9
2017-10-26,DKI1,0.1702,10
2017-10-27,DKI1,0.1702,11
2017-10-28,DKI1,0.1702,12
2017-10-29,DKI1,0.1702,13
2017-10-30,DKI1,0.1702,14
2017-10-31,DKI1,0.1702,15
2017-11-01,DKI1,0.2065,0
2017-11-02,DKI1,0.2065,1
2017-11-03,DKI1,0.2065,2
2017-11-04,DKI1,0.2065,3
2017-11-05,DKI1,0.2065,4
2017-11-06,DKI1,0.2065,5
2017-11-07,DKI1,0.2065,6
2017-11-08,DKI1,0.2065,7
2017-11-09,DKI1,0.2065,8
2017-11-10,DKI1,0.2065,9
2017-11-11,DKI1,0.2065,10
2017-11-12,DKI1,0.2065,11
2017-11-13,DKI1,0.2065,12
2017-11-14,DKI1,0.2065,13
2017-11-15,DKI1,0.2065,14
2017-11-16,DKI1,0.2065,15
2017-11-17,DKI1,0.0947,0
2017-11-18,DKI1,0.0947,1
2017-11-19,DKI1,0.0947,2
2017-11-20,DKI1,0.0947,3
2017-11-21,DKI1,0.0947,4
2017-11-22,DKI1,0.0947,5
2017-11-23,DKI1,0.0947,6
2017-11-24,DKI1,0.0947,7
2017-11-25,DKI1,0.0947,8
2017-11-26,DKI1,0.0947,9
2017-11-27,DKI1,0.0947,10
2017-11-28,DKI1,0.0947,11
2017-11-29,DKI1,0.0947,12
2017-11-30,DKI1,0.0947,13
2017-12-01,DKI1,0.0947,14
2017-12-02,DKI1,0.0947,15
2017-12-03,DKI1,0.207,0
2017-12-04,DKI1,0.207,1
2017-12-05,DKI1,0.207,2
2017-12-06,DKI1,0.207,3
2017-12-07,DKI1,0.207,4
2017-12-08,DKI1,0.207,5
2017-12-09,DKI1,0.207,6
2017-12-10,DKI1,0.207,7
2017-12-11,DKI1,0.207,8
2017-12-12,DKI1,0.207,9
2017-12-13,DKI1,0.207,10
2017-12-14,DKI1,0.207,11
2017-12-15,DKI1,0.207,12
2017-12-16,DKI1,0.207,13
2017-12-17,DKI1,0.207,14
2017-12-18,DKI1,0.207,15
2017-12-19,DKI1,0.2579,0
2017-12-20,DKI1,0.2579,1
2017-12-21,DKI1,0.2579,2
2017-12-22,DKI1,0.2579,3
2017-12-23,DKI1,0.2579,4
2017-12-24,DKI1,0.2579,5
2017-12-25,DKI1,0.2579,6
2017-12-26,DKI1,0.2579,7
2017-12-27,DKI1,0.2579,8
2017-12-28,DKI1,0.2579,9
2017-12-29,DKI1,0.2579,10
2017-12-30,DKI1,0.2579,11
2017-12-31,DKI1,0.2579,12
2018-01-01,DKI1,0.3476,0
2018-01-02,DKI1,0.3476,1
2018-01-03,DKI1,0.3476,2
2018-01-04,DKI1,0.3476,3
2018-01-05,DKI1,0.3476,4
2018-01-06,DKI1,0.3476,5
2018-01-07,DKI1,0.3476,6
2018-01-08,DKI1,0.3476,7
2018-01-09,DKI1,0.3476,8
2018-01-10,DKI1,0.3476,9
2018-01-11,DKI1,0.3476,10
2018-01-12,DKI1,0.3476,11
2018-01-13,DKI1,0.3476,12
2018-01-14,DKI1,0.3476,13
2018-01-15,DKI1,0.3476,14
2018-01-16,DKI1,0.3476,15
2018-01-17,DKI1,0.1329,0
2018-01-18,DKI1,0.1329,1
2018-01-19,DKI1,0.1329,2
2018-01-20,DKI1,0.1329,3
2018-01-21,DKI1,0.1329,4
2018-01-22,DKI1,0.1329,5
2018-01-23,DKI1,0.1329,6
2018-01-24,DKI1,0.1329,7
2018-01-25,DKI1,0.1329,8
2018-01-26,DKI1,0.1329,9
2018-01-27,DKI1,0.1329,10
2018-01-28,DKI1,0.1329,11
2018-01-29,DKI1,0.1329,12
2018-01-30,DKI1,0.1329,13
2018-01-31,DKI1,0.1329,14
2018-02-01,DKI1,0.1329,15
2018-02-02,DKI1,0.0969,0
2018-02-03,DKI1,0.0969,1
2018-02-04,DKI1,0.0969,2
2018-02-05,DKI1,0.0969,3
2018-02-06,DKI1,0.0969,4
2018-02-07,DKI1,0.0969,5
2018-02-08,DKI1,0.0969,6
2018-02-09,DKI1,0.0969,7
2018-02-10,DKI1,0.0969,8
2018-02-11,DKI1,0.0969,9
2018-02-12,DKI1,0.0969,10
2018-02-13,DKI1,0.0969,11
2018-02-14,DKI1,0.0969,12
2018-02-15,DKI1,0.0969,13
2018-02-16,DKI1,0.0969,14
2018-02-17,DKI1,0.0969,15
2018-02-18,DKI1,0.2171,0
2018-02-19,DKI1,0.2171,1
2018-02-20,DKI1,0.2171,2
2018-02-21,DKI1,0.2171,3
2018-02-22,DKI1,0.2171,4
2018-02-23,DKI1,0.2171,5
2018-02-24,DKI1,0.2171,6
2018-02-25,DKI1,0.2171,7
2018-02-26,DKI1,0.2171,8
2018-02-27,DKI1,0.2171,9
2018-02-28,DKI1,0.2171,10
2018-03-01,DKI1,0.2171,11
2018-03-02,DKI1,0.2171,12
2018-03-03,DKI1,0.2171,13
2018-03-04,DKI1,0.2171,14
2018-03-05,DKI1,0.2171,15
2018-03-06,DKI1,0.2467,0
2018-03-07,DKI1,0.2467,1
2018-03-08,DKI1,0.2467,2
2018-03-09,DKI1,0.2467,3
2018-03-10,DKI1,0.2467,4
2018-03-11,DKI1,0.2467,5
2018-03-12,DKI1,0.2467,6
2018-03-13,DKI1,0.2467,7
2018-03-14,DKI1,0.2467,8
2018-03-15,DKI1,0.2467,9
2018-03-16,DKI1,0.2467,10
2018-03-17,DKI1,0.2467,11
2018-03-18,DKI1,0.2467,12
2018-03-19,DKI1,0.2467,13
2018-03-20,DKI1,0.2467,14
2018-03-21,DKI1,0.2467,15
2018-03-22,DKI1,0.301,0
2018-03-23,DKI1,0.301,1
2018-03-24,DKI1,0.301,2
2018-03-25,DKI1,0.301,3
2018-03-26,DKI1,0.301,4
2018-03-27,DKI1,0.301,5
2018-03-28,DKI1,0.301,6
2018-03-29,DKI1,0.301,7
2018-03-30,DKI1,0.301,8
2018-03-31,DKI1,0.301,9
2018-04-01,DKI1,0.301,10
2018-04-02,DKI1,0.301,11
2018-04-03,DKI1,0.301,12
2018-04-04,DKI1,0.301,13
2018-04-05,DKI1,0.301,14
2018-04-06,DKI1,0.301,15
2018-04-07,DKI1,0.2326,0
2018-04-08,DKI1,0.2326,1
2018-04-09,DKI1,0.2326,2
2018-04-10,DKI1,0.2326,3
2018-04-11,DKI1,0.2326,4
2018-04-12,DKI1,0.2326,5
2018-04-13,DKI1,0.2326,6
2018-04-14,DKI1,0.2326,7
2018-04-15,DKI1,0.2326,8
2018-04-16,DKI1,0.2326,9
2018-04-17,DKI1,0.2326,10
2018-04-18,DKI1,0.2326,11
2018-04-19,DKI1,0.2326,12
2018-04-20,DKI1,0.2326,13
2018-04-21,DKI1,0.2326,14
2018-04-22,DKI1,0.2326,15
2018-04-23,DKI1,0.3087,0
2018-04-24,DKI1,0.3087,1
2018-04-25,DKI1,0.3087,2
2018-04-26,DKI1,0.3087,3
2018-04-27,DKI1,0.3087,4
2018-04-28,DKI1,0.3087,5
2018-04-29,DKI1,0.3087,6
2018-04-30,DKI1,0.3087,7
2018-05-01,DKI1,0.3087,8
2018-05-02,DKI1,0.3087,9
2018-05-03,DKI1,0.3087,10
2018-05-04,DKI1,0.3087,11
2018-05-05,DKI1,0.3087,12
2018-05-06,DKI1,0.3087,13
2018-05-07,DKI1,0.3087,14
2018-05-08,DKI1,0.3087,15
2018-05-09,DKI1,0.2596,0
2018-05-10,DKI1,0.2596,1
2018-05-11,DKI1,0.2596,2
2018-05-12,DKI1,0.2596,3
2018-05-13,DKI1,0.2596,4
2018-05-14,DKI1,0.2596,5
2018-05-15,DKI1,0.2596,6
2018-05-16,DKI1,0.2596,7
2018-05-17,DKI1,0.2596,8
2018-05-18,DKI1,0.2596,9
2018-05-19,DKI1,0.2596,10
2018-05-20,DKI1,0.2596,11
2018-05-21,DKI1,0.2596,12
2018-05-22,DKI1,0.2596,13
2018-05-23,DKI1,0.2596,14
2018-05-24,DKI1,0.2596,15
2018-05-25,DKI1,0.1996,0
2018-05-26,DKI1,0.1996,1
2018-05-27,DKI1,0.1996,2
2018-05-28,DKI1,0.1996,3
2018-05-29,DKI1,0.1996,4
2018-05-30,DKI1,0.1996,5
2018-05-31,DKI1,0.1996,6
2018-06-01,DKI1,0.1996,7
2018-06-02,DKI1,0.1996,8
2018-06-03,DKI1,0.1996,9
2018-06-04,DKI1,0.1996,10
2018-06-05,DKI1,0.1996,11
2018-06-06,DKI1,0.1996,12
2018-06-07,DKI1,0.1996,13
2018-06-08,DKI1,0.1996,14
2018-06-09,DKI1,0.1996,15
2018-06-10,DKI1,0.2876,0
2018-06-11,DKI1,0.2876,1
2018-06-12,DKI1,0.2876,2
2018-06-13,DKI1,0.2876,3
2018-06-14,DKI1,0.2876,4
2018-06-15,DKI1,0.2876,5
2018-06-16,DKI1,0.2876,6
2018-06-17,DKI1,0.2876,7
2018-06-18,DKI1,0.2876,8
2018-06-19,DKI1,0.2876,9
2018-06-20,DKI1,0.2876,10
2018-06-21,DKI1,0.2876,11
2018-06-22,DKI1,0.2876,12
2018-06-23,DKI1,0.2876,13
2018-06-24,DKI1,0.2876,14
2018-06-25,DKI1,0.2876,15
2018-06-26,DKI1,0.2192,0
2018-06-27,DKI1,0.2192,1
2018-06-28,DKI1,0.2192,2
2018-06-29,DKI1,0.2192,3
2018-06-30,DKI1,0.2192,4
2018-07-01,DKI1,0.2192,5
2018-07-02,DKI1,0.2192,6
2018-07-03,DKI1,0.2192,7
2018-07-04,DKI1,0.2192,8
2018-07-05,DKI1,0.2192,9
2018-07-06,DKI1,0.2192,10
2018-07-07,DKI1,0.2192,11
2018-07-08,DKI1,0.2192,12
2018-07-09,DKI1,0.2192,13
2018-07-10,DKI1,0.2192,14
2018-07-11,DKI1,0.2192,15
2018-07-12,DKI1,0.2226,0
2018-07-13,DKI1,0.2226,1
2018-07-14,DKI1,0.2226,2
2018-07-15,DKI1,0.2226,3
2018-07-16,DKI1,0.2226,4
2018-07-17,DKI1,0.2226,5
2018-07-18,DKI1,0.2226,6
2018-07-19,DKI1,0.2226,7
2018-07-20,DKI1,0.2226,8
2018-07-21,DKI1,0.2226,9
2018-07-22,DKI1,0.2226,10
2018-07-23,DKI1,0.2226,11
2018-07-24,DKI1,0.2226,12
2018-07-25,DKI1,0.2226,13
2018-07-26,DKI1,0.2226,14
2018-07-27,DKI1,0.2226,15
2018-07-28,DKI1,0.2598,0
2018-07-29,DKI1,0.2598,1
2018-07-30,DKI1,0.2598,2
2018-07-31,DKI1,0.2598,3
2018-08-01,DKI1,0.2598,4
2018-08-02,DKI1,0.2598,5
2018-08-03,DKI1,0.2598,6
2018-08-04,DKI1,0.2598,7
2018-08-05,DKI1,0.2598,8
2018-08-06,DKI1,0.2598,9
2018-08-07,DKI1,0.2598,10
2018-08-08,DKI1,0.2598,11
2018-08-09,DKI1,0.2598,12
2018-08-10,DKI1,0.2598,13
2018-08-11,DKI1,0.2598,14
2018-08-12,DKI1,0.2598,15
2018-08-13,DKI1,0.2729,0
2018-08-14,DKI1,0.2729,1
2018-08-15,DKI1,0.2729,2
2018-08-16,DKI1,0.2729,3
2018-08-17,DKI1,0.2729,4
2018-08-18,DKI1,0.2729,5
2018-08-19,DKI1,0.2729,6
2018-08-20,DKI1,0.2729,7
2018-08-21,DKI1,0.2729,8
2018-08-22,DKI1,0.2729,9
2018-08-23,DKI1,0.2729,10
2018-08-24,DKI1,0.2729,11
2018-08-25,DKI1,0.2729,12
2018-08-26,DKI1,0.2729,13
2018-08-27,DKI1,0.2729,14
2018-08-28,DKI1,0.2729,15
2018-08-29,DKI1,0.2331,0
2018-08-30,DKI1,0.2331,1
2018-08-31,DKI1,0.2331,2
2018-09-01,DKI1,0.2331,3
2018-09-02,DKI1,0.2331,4
2018-09-03,DKI1,0.2331,5
2018-09-04,DKI1,0.2331,6
2018-09-05,DKI1,0.2331,7
2018-09-06,DKI1,0.2331,8
2018-09-07,DKI1,0.2331,9
2018-09-08,DKI1,0.2331,10
2018-09-09,DKI1,0.2331,11
2018-09-10,DKI1,0.2331,12
2018-09-11,DKI1,0.2331,13
2018-09-12,DKI1,0.2331,14
2018-09-13,DKI1,0.2331,15
2018-09-14,DKI1,0.2732,0
2018-09-15,DKI1,0.2732,1
2018-09-16,DKI1,0.2732,2
2018-09-17,DKI1,0.2732,3
2018-09-18,DKI1,0.2732,4
2018-09-19,DKI1,0.2732,5
2018-09-20,DKI1,0.2732,6
2018-09-21,DKI1,0.2732,7
2018-09-22,DKI1,0.2732,8
2018-09-23,DKI1,0.2732,9
2018-09-24,DKI1,0.2732,10
2018-09-25,DKI1,0.2732,11
2018-09-26,DKI1,0.2732,12
2018-09-27,DKI1,0.2732,13
2018-09-28,DKI1,0.2732,14
2018-09-29,DKI1,0.2732,15
2018-09-30,DKI1,0.2026,0
2018-10-01,DKI1,0.2026,1
2018-10-02,DKI1,0.2026,2
2018-10-03,DKI1,0.2026,3
2018-10-04,DKI1,0.2026,4
2018-10-05,DKI1,0.2026,5
2018-10-06,DKI1,0.2026,6
2018-10-07,DKI1,0.2026,7
2018-10-08,DKI1,0.2026,8
2018-10-09,DKI1,0.2026,9
2018-10-10,DKI1,0.2026,10
2018-10-11,DKI1,0.2026,11
2018-10-12,DKI1,0.2026,12
2018-10-13,DKI1,0.2026,13
2018-10-14,DKI1,0.2026,14
2018-10-15,DKI1,0.2026,15
2018-10-16,DKI1,0.1623,0
2018-10-17,DKI1,0.1623,1
2018-10-18,DKI1,0.1623,2
2018-10-19,DKI1,0.1623,3
2018-10-20,DKI1,0.1623,4
2018-10-21,DKI1,0.1623,5
2018-10-22,DKI1,0.1623,6
2018-10-23,DKI1,0.1623,7
2018-10-24,DKI1,0.1623,8
2018-10-25,DKI1,0.1623,9
2018-10-26,DKI1,0.1623,10
2018-10-27,DKI1,0.1623,11
2018-10-28,DKI1,0.1623,12
2018-10-29,DKI1,0.1623,13
2018-10-30,DKI1,0.1623,14
2018-10-31,DKI1,0.1623,15
2018-11-01,DKI1,0.2615,0
2018-11-02,DKI1,0.2615,1
2018-11-03,DKI1,0.2615,2
2018-11-04,DKI1,0.2615,3
2018-11-05,DKI1,0.2615,4
2018-11-06,DKI1,0.2615,5
2018-11-07,DKI1,0.2615,6
2018-11-08,DKI1,0.2615,7
2018-11-09,DKI1,0.2615,8
2018-11-10,DKI1,0.2615,9
2018-11-11,DKI1,0.2615,10
2018-11-12,DKI1,0.2615,11
2018-11-13,DKI1,0.2615,12
2018-11-14,DKI1,0.2615,13
2018-11-15,DKI1,0.2615,14
2018-11-16,DKI1,0.2615,15
2018-11-17,DKI1,0.1876,0
2018-11-18,DKI1,0.1876,1
2018-11-19,DKI1,0.1876,2
2018-11-20,DKI1,0.1876,3
2018-11-21,DKI1,0.1876,4
2018-11-22,DKI1,0.1876,5
2018-11-23,DKI1,0.1876,6
2018-11-24,DKI1,0.1876,7
2018-11-25,DKI1,0.1876,8
2018-11-26,DKI1,0.1876,9
2018-11-27,DKI1,0.1876,10
2018-11-28,DKI1,0.1876,11
2018-11-29,DKI1,0.1876,12
2018-11-30,DKI1,0.1876,13
2018-12-01,DKI1,0.1876,14
2018-12-02,DKI1,0.1876,15
2018-12-03,DKI1,0.1741,0
2018-12-04,DKI1,0.1741,1
2018-12-05,DKI1,0.1741,2
2018-12-06,DKI1,0.1741,3
2018-12-07,DKI1,0.1741,4
2018-12-08,DKI1,0.1741,5
2018-12-09,DKI1,0.1741,6
2018-12-10,DKI1,0.1741,7
2018-12-11,DKI1,0.1741,8
2018-12-12,DKI1,0.1741,9
2018-12-13,DKI1,0.1741,10
2018-12-14,DKI1,0.1741,11
2018-12-15,DKI1,0.1741,12
2018-12-16,DKI1,0.1741,13
2018-12-17,DKI1,0.1741,14
2018-12-18,DKI1,0.1741,15
2018-12-19,DKI1,0.2084,0
2018-12-20,DKI1,0.2084,1
2018-12-21,DKI1,0.2084,2
2018-12-22,DKI1,0.2084,3
2018-12-23,DKI1,0.2084,4
2018-12-24,DKI1,0.2084,5
2018-12-25,DKI1,0.2084,6
2018-12-26,DKI1,0.2084,7
2018-12-27,DKI1,0.2084,8
2018-12-28,DKI1,0.2084,9
2018-12-29,DKI1,0.2084,10
2018-12-30,DKI1,0.2084,11
2018-12-31,DKI1,0.2084,12
2019-01-01,DKI1,0.244,0
2019-01-02,DKI1,0.244,1
2019-01-03,DKI1,0.244,2
2019-01-04,DKI1,0.244,3
2019-01-05,DKI1,0.244,4
2019-01-06,DKI1,0.244,5
2019-01-07,DKI1,0.244,6
2019-01-08,DKI1,0.244,7
2019-01-09,DKI1,0.244,8
2019-01-10,DKI1,0.244,9
2019-01-11,DKI1,0.244,10
2019-01-12,DKI1,0.244,11
2019-01-13,DKI1,0.244,12
2019-01-14,DKI1,0.244,13
2019-01-15,DKI1,0.244,14
2019-01-16,DKI1,0.244,15
2019-01-17,DKI1,0.1423,0
2019-01-18,DKI1,0.1423,1
2019-01-19,DKI1,0.1423,2
2019-01-20,DKI1,0.1423,3
2019-01-21,DKI1,0.1423,4
2019-01-22,DKI1,0.1423,5
2019-01-23,DKI1,0.1423,6
2019-01-24,DKI1,0.1423,7
2019-01-25,DKI1,0.1423,8
2019-01-26,DKI1,0.1423,9
2019-01-27,DKI1,0.1423,10
2019-01-28,DKI1,0.1423,11
2019-01-29,DKI1,0.1423,12
2019-01-30,DKI1,0.1423,13
2019-01-31,DKI1,0.1423,14
2019-02-01,DKI1,0.1423,15
2019-02-02,DKI1,0.1915,0
2019-02-03,DKI1,0.1915,1
2019-02-04,DKI1,0.1915,2
2019-02-05,DKI1,0.1915,3
2019-02-06,DKI1,0.1915,4
2019-02-07,DKI1,0.1915,5
2019-02-08,DKI1,0.1915,6
2019-02-09,DKI1,0.1915,7
2019-02-10,DKI1,0.1915,8
2019-02-11,DKI1,0.1915,9
2019-02-12,DKI1,0.1915,10
2019-02-13,DKI1,0.1915,11
2019-02-14,DKI1,0.1915,12
2019-02-15,DKI1,0.1915,13
2019-02-16,DKI1,0.1915,14
2019-02-17,DKI1,0.1915,15
2019-02-18,DKI1,0.2374,0
2019-02-19,DKI1,0.2374,1
2019-02-20,DKI1,0.2374,2
2019-02-21,DKI1,0.2374,3
2019-02-22,DKI1,0.2374,4
2019-02-23,DKI1,0.2374,5
2019-02-24,DKI1,0.2374,6
2019-02-25,DKI1,0.2374,7
2019-02-26,DKI1,0.2374,8
2019-02-27,DKI1,0.2374,9
2019-02-28,DKI1,0.2374,10
2019-03-01,DKI1,0.2374,11
2019-03-02,DKI1,0.2374,12
2019-03-03,DKI1,0.2374,13
2019-03-04,DKI1,0.2374,14
2019-03-05,DKI1,0.2374,15
2019-03-06,DKI1,0.1427,0
2019-03-07,DKI1,0.1427,1
2019-03-08,DKI1,0.1427,2
2019-03-09,DKI1,0.1427,3
2019-03-10,DKI1,0.1427,4
2019-03-11,DKI1,0.1427,5
2019-03-12,DKI1,0.1427,6
2019-03-13,DKI1,0.1427,7
2019-03-14,DKI1,0.1427,8
2019-03-15,DKI1,0.1427,9
2019-03-16,DKI1,0.1427,10
2019-03-17,DKI1,0.1427,11
2019-03-18,DKI1,0.1427,12
2019-03-19,DKI1,0.1427,13
2019-03-20,DKI1,0.1427,14
2019-03-21,DKI1,0.1427,15
2019-03-22,DKI1,0.1002,0
2019-03-23,DKI1,0.1002,1
2019-03-24,DKI1,0.1002,2
2019-03-25,DKI1,0.1002,3
2019-03-26,DKI1,0.1002,4
2019-03-27,DKI1,0.1002,5
2019-03-28,DKI1,0.1002,6
2019-03-29,DKI1,0.1002,7
2019-03-30,DKI1,0.1002,8
2019-03-31,DKI1,0.1002,9
2019-04-01,DKI1,0.1002,10
2019-04-02,DKI1,0.1002,11
2019-04-03,DKI1,0.1002,12
2019-04-04,DKI1,0.1002,13
2019-04-05,DKI1,0.1002,14
2019-04-06,DKI1,0.1002,15
2019-04-07,DKI1,0.2666,0
2019-04-08,DKI1,0.2666,1
2019-04-09,DKI1,0.2666,2
2019-04-10,DKI1,0.2666,3
2019-04-11,DKI1,0.2666,4
2019-04-12,DKI1,0.2666,5
2019-04-13,DKI1,0.2666,6
2019-04-14,DKI1,0.2666,7
2019-04-15,DKI1,0.2666,8
2019-04-16,DKI1,0.2666,9
2019-04-17,DKI1,0.2666,10
2019-04-18,DKI1,0.2666,11
2019-04-19,DKI1,0.2666,12
2019-04-20,DKI1,0.2666,13
2019-04-21,DKI1,0.2666,14
2019-04-22,DKI1,0.2666,15
2019-04-23,DKI1,0.2396,0
2019-04-24,DKI1,0.2396,1
2019-04-25,DKI1,0.2396,2
2019-04-26,DKI1,0.2396,3
2019-04-27,DKI1,0.2396,4
2019-04-28,DKI1,0.2396,5
2019-04-29,DKI1,0.2396,6
2019-04-30,DKI1,0.2396,7
2019-05-01,DKI1,0.2396,8
2019-05-02,DKI1,0.2396,9
2019-05-03,DKI1,0.2396,10
2019-05-04,DKI1,0.2396,11
2019-05-05,DKI1,0.2396,12
2019-05-06,DKI1,0.2396,13
2019-05-07,DKI1,0.2396,14
2019-05-08,DKI1,0.2396,15
2019-05-09,DKI1,0.2071,0
2019-05-10,DKI1,0.2071,1
2019-05-11,DKI1,0.2071,2
2019-05-12,DKI1,0.2071,3
2019-05-13,DKI1,0.2071,4
2019-05-14,DKI1,0.2071,5
2019-05-15,DKI1,0.2071,6
2019-05-16,DKI1,0.2071,7
2019-05-17,DKI1,0.2071,8
2019-05-18,DKI1,0.2071,9
2019-05-19,DKI1,0.2071,10
2019-05-20,DKI1,0.2071,11
2019-05-21,DKI1,0.2071,12
2019-05-22,DKI1,0.2071,13
2019-05-23,DKI1,0.2071,14
2019-05-24,DKI1,0.2071,15
2019-05-25,DKI1,0.2169,0
2019-05-26,DKI1,0.2169,1
2019-05-27,DKI1,0.2169,2
2019-05-28,DKI1,0.2169,3
2019-05-29,DKI1,0.2169,4
2019-05-30,DKI1,0.2169,5
2019-05-31,DKI1,0.2169,6
2019-06-01,DKI1,0.2169,7
2019-06-02,DKI1,0.2169,8
2019-06-03,DKI1,0.2169,9
2019-06-04,DKI1,0.2169,10
2019-06-05,DKI1,0.2169,11
2019-06-06,DKI1,0.2169,12
2019-06-07,DKI1,0.2169,13
2019-06-08,DKI1,0.2169,14
2019-06-09,DKI1,0.2169,15
2019-06-10,DKI1,0.2648,0
2019-06-11,DKI1,0.2648,1
2019-06-12,DKI1,0.2648,2
2019-06-13,DKI1,0.2648,3
2019-06-14,DKI1,0.2648,4
2019-06-15,DKI1,0.2648,5
2019-06-16,DKI1,0.2648,6
2019-06-17,DKI1,0.2648,7
2019-06-18,DKI1,0.2648,8
2019-06-19,DKI1,0.2648,9
2019-06-20,DKI1,0.2648,10
2019-06-21,DKI1,0.2648,11
2019-06-22,DKI1,0.2648,12
2019-06-23,DKI1,0.2648,13
2019-06-24,DKI1,0.2648,14
2019-06-25,DKI1,0.2648,15
2019-06-26,DKI1,0.258,0
2019-06-27,DKI1,0.258,1
2019-06-28,DKI1,0.258,2
2019-06-29,DKI1,0.258,3
2019-06-30,DKI1,0.258,4
2019-07-01,DKI1,0.258,5
2019-07-02,DKI1,0.258,6
2019-07-03,DKI1,0.258,7
2019-07-04,DKI1,0.258,8
2019-07-05,DKI1,0.258,9
2019-07-06,DKI1,0.258,10
2019-07-07,DKI1,0.258,11
2019-07-08,DKI1,0.258,12
2019-07-09,DKI1,0.258,13
2019-07-10,DKI1,0.258,14
2019-07-11,DKI1,0.258,15
2019-07-12,DKI1,0.2048,0
2019-07-13,DKI1,0.2048,1
2019-07-14,DKI1,0.2048,2
2019-07-15,DKI1,0.2048,3
2019-07-16,DKI1,0.2048,4
2019-07-17,DKI1,0.2048,5
2019-07-18,DKI1,0.2048,6
2019-07-19,DKI1,0.2048,7
2019-07-20,DKI1,0.2048,8
2019-07-21,DKI1,0.2048,9
2019-07-22,DKI1,0.2048,10
2019-07-23,DKI1,0.2048,11
2019-07-24,DKI1,0.2048,12
2019-07-25,DKI1,0.2048,13
2019-07-26,DKI1,0.2048,14
2019-07-27,DKI1,0.2048,15
2019-07-28,DKI1,0.2619,0
2019-07-29,DKI1,0.2619,1
2019-07-30,DKI1,0.2619,2
2019-07-31,DKI1,0.2619,3
2019-08-01,DKI1,0.2619,4
2019-08-02,DKI1,0.2619,5
2019-08-03,DKI1,0.2619,6
2019-08-04,DKI1,0.2619,7
2019-08-05,DKI1,0.2619,8
2019-08-06,DKI1,0.2619,9
2019-08-07,DKI1,0.2619,10
2019-08-08,DKI1,0.2619,11
2019-08-09,DKI1,0.2619,12
2019-08-10,DKI1,0.2619,13
2019-08-11,DKI1,0.2619,14
2019-08-12,DKI1,0.2619,15
2019-08-13,DKI1,0.2491,0
2019-08-14,DKI1,0.2491,1
2019-08-15,DKI1,0.2491,2
2019-08-16,DKI1,0.2491,3
2019-08-17,DKI1,0.2491,4
2019-08-18,DKI1,0.2491,5
2019-08-19,DKI1,0.2491,6
2019-08-20,DKI1,0.2491,7
2019-08-21,DKI1,0.2491,8
2019-08-22,DKI1,0.2491,9
2019-08-23,DKI1,0.2491,10
2019-08-24,DKI1,0.2491,11
2019-08-25,DKI1,0.2491,12
2019-08-26,DKI1,0.2491,13
2019-08-27,DKI1,0.2491,14
2019-08-28,DKI1,0.2491,15
2019-08-29,DKI1,0.2261,0
2019-08-30,DKI1,0.2261,1
2019-08-31,DKI1,0.2261,2
2019-09-01,DKI1,0.2261,3
2019-09-02,DKI1,0.2261,4
2019-09-03,DKI1,0.2261,5
2019-09-04,DKI1,0.2261,6
2019-09-05,DKI1,0.2261,7
2019-09-06,DKI1,0.2261,8
